   fs      Gr    Gr-SV   Gr-DV   Gr-SW
 239050 0.28047 0.47408 0.13334 0.48045
 239100 0.28032  0.4739 0.13333 0.48022
 239150 0.28015 0.47372 0.13333   0.48
 239200 0.27997 0.47355 0.13333 0.47978
 239250 0.27978 0.47337 0.13332 0.47956
 239300 0.27958  0.4732 0.13332 0.47936
 239350 0.27937 0.47303 0.13333 0.47917
 239400 0.27914 0.47286 0.13334  0.479
 239450 0.27889  0.4727 0.13337 0.47885
 239500 0.27865 0.47254 0.13342 0.47872
 239550  0.2784 0.47238 0.13345 0.47859
 239600 0.27815 0.47222 0.13348 0.47849
 239650 0.27792 0.47205  0.1335  0.4784
 239700 0.27768 0.47188 0.13352 0.47833
 239750 0.27745 0.47171 0.13354 0.47828
 239800 0.27722 0.47155 0.13355 0.47823
 239850 0.27699 0.47138 0.13357 0.47819
 239900 0.27677 0.47122 0.13358 0.47816
 239950 0.27655 0.47105  0.1336 0.47812
 240000 0.27634 0.47088 0.13363 0.47809
 240050 0.27613  0.4707 0.13365 0.47807
 240100 0.27592 0.47052 0.13368 0.47807
 240150 0.27571 0.47034  0.1337 0.47807
 240200  0.2755 0.47015 0.13373 0.47808
 240250  0.2753 0.46996 0.13376 0.47809
 240300  0.2751 0.46977 0.13379 0.47812
 240350  0.2749 0.46958 0.13383 0.47817
 240400 0.27471 0.46938 0.13387 0.47822
 240450 0.27452 0.46918  0.1339 0.47828
 240500 0.27435 0.46898 0.13393 0.47834
 240550 0.27418 0.46878 0.13395 0.47841
 240600 0.27401 0.46859 0.13396 0.47848
 240650 0.27385 0.46841 0.13396 0.47856
 240700 0.27369 0.46823 0.13397 0.47864
 240750 0.27353 0.46806 0.13398 0.47873
 240800 0.27337 0.46788 0.13399 0.47885
 240850 0.27321  0.4677 0.13399 0.47897
 240900 0.27306 0.46753  0.134   0.4791
 240950 0.27291 0.46735 0.13401 0.47923
 241000 0.27277 0.46717 0.13402 0.47938
 241050 0.27263 0.46697 0.13404 0.47953
 241100  0.2725 0.46676 0.13406  0.4797
 241150 0.27237 0.46655 0.13408 0.47988
 241200 0.27223 0.46633 0.13409 0.48007
 241250  0.2721 0.46611 0.13411 0.48026
 241300 0.27197 0.46589 0.13413 0.48044
 241350 0.27183 0.46567 0.13415 0.48061
 241400 0.27169 0.46546 0.13416 0.48077
 241450 0.27156 0.46525 0.13418 0.48091
 241500 0.27142 0.46506  0.1342 0.48104
 241550  0.2713 0.46486 0.13421 0.48117
 241600 0.27118 0.46467 0.13422  0.4813
 241650 0.27107 0.46448 0.13424 0.48141
 241700 0.27097 0.46428 0.13424 0.48152
 241750 0.27086 0.46407 0.13424 0.48163
 241800 0.27075 0.46387 0.13424 0.48173
 241850 0.27064 0.46366 0.13423 0.48183
 241900 0.27055 0.46346 0.13421 0.48192
 241950 0.27045 0.46327 0.13418 0.48202
 242000 0.27035 0.46308 0.13416 0.48211
 242050 0.27026 0.46291 0.13414 0.48219
 242100 0.27016 0.46273 0.13412 0.48227
 242150 0.27008 0.46256 0.13409 0.48233
 242200   0.27  0.46239 0.13406 0.48239
 242250 0.26992 0.46222 0.13403 0.48244
 242300 0.26984 0.46205  0.134  0.48248
 242350 0.26977 0.46188 0.13396 0.48252
 242400 0.26969 0.46171 0.13392 0.48255
 242450 0.26963 0.46154 0.13389 0.48256
 242500 0.26958 0.46136 0.13385 0.48256
 242550 0.26953 0.46117  0.1338 0.48255
 242600 0.26948 0.46098 0.13376 0.48253
 242650 0.26943 0.46079 0.13371 0.48249
 242700 0.26939  0.4606 0.13366 0.48244
 242750 0.26934 0.46039 0.13361 0.48239
 242800  0.2693 0.46019 0.13356 0.48235
 242850 0.26927 0.45999 0.13351  0.4823
 242900 0.26924 0.45977 0.13346 0.48224
 242950 0.26922 0.45956 0.13343 0.48219
 243000  0.2692 0.45935 0.13342 0.48213
 243050  0.2692 0.45915 0.13341 0.48207
 243100 0.26919 0.45895 0.13341 0.48202
 243150  0.2692 0.45876 0.13343 0.48196
 243200 0.26922 0.45857 0.13344 0.48188
 243250 0.26924 0.45837 0.13346  0.4818
 243300 0.26927 0.45819 0.13348  0.4817
 243350 0.26931  0.458  0.13351 0.48161
 243400 0.26936 0.45781 0.13354  0.4815
 243450 0.26943 0.45762 0.13357 0.48139
 243500 0.26952 0.45743 0.13359 0.48127
 243550 0.26962 0.45724  0.1336 0.48114
 243600 0.26972 0.45705  0.1336  0.481
 243650 0.26982 0.45686 0.13359 0.48085
 243700 0.26993 0.45667 0.13357 0.48071
 243750 0.27004 0.45649 0.13355 0.48054
 243800 0.27016 0.45631 0.13352 0.48037
 243850  0.2703 0.45614 0.13349 0.48018
 243900 0.27044 0.45596 0.13347   0.48
 243950 0.27058 0.45578 0.13345 0.47982
 244000 0.27072 0.45559 0.13343 0.47965
 244050 0.27086 0.45539 0.13342 0.47947
 244100 0.27098 0.45519 0.13342  0.4793
 244150  0.2711  0.455  0.13342 0.47912
 244200 0.27119 0.45481 0.13344 0.47893
 244250 0.27127 0.45462 0.13346 0.47872
 244300 0.27135 0.45443 0.13349 0.47852
 244350 0.27141 0.45424 0.13353  0.4783
 244400 0.27147 0.45405 0.13357 0.47809
 244450 0.27154 0.45386 0.13361 0.47787
 244500  0.2716 0.45367 0.13366 0.47765
 244550 0.27166 0.45348 0.13369 0.47741
 244600 0.27171 0.45329 0.13371 0.47715
 244650 0.27176 0.45311 0.13374 0.47688
 244700  0.2718 0.45293 0.13375 0.47661
 244750 0.27184 0.45275 0.13377 0.47632
 244800 0.27187 0.45256 0.13379 0.47602
 244850  0.2719 0.45237 0.13381 0.47571
 244900 0.27191 0.45217 0.13384 0.47539
 244950 0.27192 0.45196 0.13388 0.47506
 245000 0.27192 0.45176 0.13392 0.47472
 245050 0.27191 0.45157 0.13397 0.47437
 245100 0.27189 0.45137 0.13402 0.47402
 245150 0.27186 0.45117 0.13407 0.47367
 245200 0.27181 0.45097 0.13412  0.4733
 245250 0.27174 0.45076 0.13418 0.47293
 245300 0.27166 0.45054 0.13424 0.47254
 245350 0.27159 0.45032 0.13429 0.47216
 245400 0.27151 0.45011 0.13434 0.47178
 245450 0.27143  0.4499 0.13438 0.47141
 245500 0.27134 0.44969 0.13441 0.47104
 245550 0.27124 0.44951 0.13442 0.47068
 245600 0.27113 0.44933 0.13443 0.47033
 245650 0.27101 0.44916 0.13444 0.46999
 245700 0.27088 0.44901 0.13445 0.46965
 245750 0.27074 0.44886 0.13445 0.46932
 245800 0.27059 0.44871 0.13446 0.46899
 245850 0.27044 0.44856 0.13447 0.46867
 245900 0.27029 0.44841 0.13449 0.46836
 245950 0.27013 0.44826 0.13452 0.46807
 246000 0.26997 0.44812 0.13455 0.46779
 246050 0.26979 0.44797 0.13458 0.46752
 246100 0.26961 0.44782 0.13461 0.46726
 246150 0.26941 0.44767 0.13464 0.46702
 246200 0.26922 0.44751 0.13466 0.46678
 246250 0.26903 0.44736 0.13467 0.46656
 246300 0.26884  0.4472 0.13468 0.46635
 246350 0.26867 0.44705 0.13468 0.46616
 246400  0.2685  0.4469 0.13467 0.46598
 246450 0.26836 0.44675 0.13466 0.46582
 246500 0.26822 0.44661 0.13464 0.46567
 246550 0.26809 0.44647 0.13463 0.46553
 246600 0.26796 0.44634 0.13461 0.46541
 246650 0.26784 0.44621 0.13459  0.4653
 246700 0.26771 0.44608 0.13457 0.46521
 246750 0.26759 0.44594 0.13455 0.46514
 246800 0.26748  0.4458 0.13454 0.46509
 246850 0.26738 0.44565 0.13454 0.46505
 246900 0.26727 0.44548 0.13455 0.46502
 246950 0.26716 0.44532 0.13457 0.46499
 247000 0.26706 0.44514 0.13459 0.46497
 247050 0.26696 0.44495 0.13462 0.46494
 247100 0.26685 0.44474 0.13465 0.46492
 247150 0.26674 0.44454 0.13469 0.46491
 247200 0.26663 0.44433 0.13473  0.4649
 247250 0.26653 0.44411 0.13478  0.4649
 247300 0.26643 0.44388 0.13483 0.46492
 247350 0.26635 0.44365 0.13487 0.46495
 247400 0.26627 0.44342 0.13493 0.46499
 247450 0.26619 0.44319 0.13498 0.46504
 247500 0.26612 0.44296 0.13504  0.4651
 247550 0.26605 0.44273  0.1351 0.46517
 247600 0.26599 0.44249 0.13517 0.46524
 247650 0.26594 0.44226 0.13523 0.46533
 247700  0.2659 0.44201 0.13531 0.46543
 247750 0.26587 0.44177 0.13539 0.46555
 247800 0.26585 0.44154 0.13548 0.46567
 247850 0.26584 0.44129 0.13556  0.4658
 247900 0.26585 0.44104 0.13565 0.46592
 247950 0.26588  0.4408 0.13574 0.46605
 248000 0.26592 0.44055 0.13584 0.46618
 248050 0.26596 0.44032 0.13592 0.46632
 248100 0.26602 0.44009 0.13599 0.46646
 248150 0.26609 0.43986 0.13605  0.4666
 248200 0.26617 0.43964  0.1361 0.46672
 248250 0.26625 0.43941 0.13613 0.46684
 248300 0.26635 0.43918 0.13615 0.46695
 248350 0.26645 0.43894 0.13616 0.46706
 248400 0.26656 0.43871 0.13615 0.46716
 248450 0.26669  0.4385 0.13614 0.46725
 248500 0.26682  0.4383 0.13612 0.46733
 248550 0.26697 0.43811 0.13612 0.46741
 248600 0.26711 0.43793 0.13611 0.46748
 248650 0.26726 0.43774 0.13611 0.46755
 248700 0.26743 0.43755 0.13612 0.46762
 248750  0.2676 0.43737 0.13613 0.46768
 248800  0.2678  0.4372 0.13613 0.46773
 248850 0.26799 0.43705 0.13613 0.46778
 248900  0.2682 0.43691 0.13612 0.46783
 248950 0.26841 0.43678 0.13612 0.46787
 249000 0.26863 0.43664 0.13611 0.46791
 249050 0.26885  0.4365 0.13611 0.46794
 249100 0.26908 0.43636 0.13609 0.46795
 249150  0.2693 0.43623 0.13608 0.46794
 249200 0.26952 0.43611 0.13606  0.4679
 249250 0.26975  0.436  0.13605 0.46785
 249300 0.26998  0.4359 0.13604 0.46776
 249350  0.2702 0.43581 0.13605 0.46765
 249400 0.27043 0.43574 0.13606  0.4675
 249450 0.27065 0.43566 0.13608 0.46731
 249500 0.27087 0.43559  0.1361 0.46709
 249550 0.27107 0.43552 0.13613 0.46682
 249600 0.27129 0.43544 0.13616 0.46652
 249650  0.2715 0.43538  0.1362 0.46619
 249700 0.27172 0.43531 0.13622 0.46585
 249750 0.27193 0.43525 0.13625 0.46548
 249800 0.27213 0.43521 0.13627 0.46511
 249850 0.27233 0.43516 0.13628 0.46471
 249900 0.27252 0.43512 0.13628  0.4643
 249950  0.2727 0.43506 0.13629 0.46388
 250000 0.27286  0.435   0.1363 0.46345
 250050 0.27299 0.43492  0.1363  0.463
 250100 0.27311 0.43483 0.13631 0.46254
 250150 0.27321 0.43475  0.1363 0.46208
 250200  0.2733 0.43466 0.13629  0.4616
 250250 0.27337 0.43456 0.13626 0.46112
 250300 0.27344 0.43445 0.13622 0.46062
 250350  0.2735 0.43434 0.13618 0.46013
 250400 0.27355 0.43423 0.13613 0.45963
 250450 0.27358 0.43412 0.13608 0.45913
 250500 0.27361 0.43401 0.13602 0.45864
 250550 0.27364  0.4339 0.13596 0.45815
 250600 0.27365 0.43378 0.13591 0.45765
 250650 0.27365 0.43365 0.13586 0.45715
 250700 0.27363 0.43351 0.13581 0.45664
 250750 0.27361 0.43337 0.13577 0.45613
 250800 0.27357 0.43322 0.13574 0.45562
 250850 0.27352 0.43306 0.13571 0.45511
 250900 0.27345 0.43289 0.13568  0.4546
 250950 0.27338 0.43272 0.13565 0.45409
 251000 0.27331 0.43254 0.13561 0.45359
 251050 0.27322 0.43233 0.13557 0.45309
 251100 0.27314 0.43211 0.13554 0.45258
 251150 0.27306 0.43187  0.1355 0.45208
 251200 0.27297 0.43161 0.13547 0.45159
 251250 0.27289 0.43133 0.13543 0.45111
 251300  0.2728 0.43104 0.13539 0.45066
 251350 0.27271 0.43075 0.13535 0.45022
 251400 0.27261 0.43046 0.13531 0.44979
 251450 0.27251 0.43018 0.13527 0.44937
 251500 0.27241 0.42989 0.13525 0.44898
 251550 0.27232 0.42961 0.13522 0.44859
 251600 0.27222 0.42933 0.13521 0.44821
 251650 0.27213 0.42907 0.13519 0.44784
 251700 0.27203 0.42881 0.13518 0.44748
 251750 0.27192 0.42856 0.13517 0.44713
 251800  0.2718 0.42833 0.13517  0.4468
 251850 0.27169 0.42811 0.13517 0.44648
 251900 0.27157 0.42789 0.13518 0.44617
 251950 0.27146 0.42768 0.13519 0.44586
 252000 0.27136 0.42748 0.13519 0.44558
 252050 0.27126 0.42728 0.13521  0.4453
 252100 0.27116 0.42708 0.13523 0.44504
 252150 0.27107 0.42689 0.13526 0.44479
 252200 0.27098  0.4267  0.1353 0.44456
 252250 0.27087 0.42649 0.13534 0.44433
 252300 0.27077 0.42627 0.13537 0.44411
 252350 0.27066 0.42604  0.1354  0.4439
 252400 0.27056 0.42581 0.13541 0.44368
 252450 0.27045 0.42557 0.13542 0.44347
 252500 0.27035 0.42533 0.13543 0.44327
 252550 0.27023 0.42509 0.13544 0.44309
 252600 0.27011 0.42484 0.13545 0.44291
 252650 0.26999 0.42458 0.13546 0.44276
 252700 0.26988 0.42431 0.13547 0.44262
 252750 0.26977 0.42404 0.13548 0.44251
 252800 0.26966 0.42377  0.1355 0.44243
 252850 0.26954 0.42351  0.1355 0.44239
 252900 0.26943 0.42325 0.13551 0.44236
 252950 0.26931 0.42298 0.13551 0.44236
 253000 0.26919 0.42269 0.13552 0.44239
 253050 0.26907  0.4224 0.13552 0.44244
 253100 0.26895  0.4221 0.13552 0.44251
 253150 0.26882  0.4218 0.13551 0.44261
 253200 0.26869 0.42148 0.13549 0.44272
 253250 0.26856 0.42117 0.13546 0.44285
 253300 0.26843 0.42083 0.13542 0.44301
 253350 0.26829  0.4205 0.13537 0.44318
 253400 0.26816 0.42017 0.13531 0.44337
 253450 0.26803 0.41984 0.13526 0.44358
 253500  0.2679 0.41953 0.13521 0.44381
 253550 0.26779 0.41922 0.13515 0.44406
 253600 0.26768 0.41892  0.1351 0.44433
 253650 0.26758 0.41861 0.13505 0.44464
 253700 0.26747  0.4183  0.135  0.44498
 253750 0.26736  0.418  0.13496 0.44534
 253800 0.26725 0.41771 0.13492 0.44573
 253850 0.26714 0.41742 0.13488 0.44615
 253900 0.26705 0.41715 0.13484 0.44658
 253950 0.26696 0.41688  0.1348 0.44703
 254000 0.26688 0.41662 0.13477  0.4475
 254050  0.2668 0.41639 0.13474 0.44797
 254100 0.26672 0.41617 0.13472 0.44844
 254150 0.26664 0.41596 0.13471 0.44891
 254200 0.26655 0.41577 0.13469  0.4494
 254250 0.26646 0.41559 0.13468  0.4499
 254300 0.26637 0.41542 0.13466 0.45039
 254350 0.26628 0.41526 0.13465 0.45089
 254400  0.2662 0.41511 0.13462 0.45139
 254450 0.26612 0.41496 0.13459 0.45188
 254500 0.26606 0.41482 0.13455 0.45238
 254550 0.26602 0.41469 0.13452 0.45288
 254600 0.26598 0.41457 0.13449 0.45338
 254650 0.26595 0.41445 0.13447 0.45387
 254700 0.26593 0.41433 0.13445 0.45435
 254750  0.2659 0.41423 0.13444 0.45481
 254800 0.26587 0.41413 0.13443 0.45526
 254850 0.26584 0.41405 0.13443 0.45569
 254900  0.2658 0.41396 0.13443 0.45611
 254950 0.26577 0.41389 0.13442 0.45652
 255000 0.26573 0.41383 0.13442 0.45691
 255050  0.2657 0.41377 0.13442  0.4573
 255100 0.26567 0.41373 0.13442 0.45768
 255150 0.26563 0.41369 0.13442 0.45805
 255200 0.26558 0.41365 0.13443 0.45841
 255250 0.26553 0.41363 0.13445 0.45876
 255300 0.26548 0.41361 0.13447  0.4591
 255350 0.26544  0.4136 0.13449 0.45943
 255400  0.2654 0.41359 0.13452 0.45977
 255450 0.26536 0.41357 0.13455 0.46009
 255500 0.26532 0.41354 0.13458  0.4604
 255550 0.26528 0.41349  0.1346 0.46068
 255600 0.26523 0.41344 0.13462 0.46094
 255650 0.26518 0.41337 0.13465 0.46118
 255700 0.26511 0.41329 0.13466  0.4614
 255750 0.26503  0.4132 0.13467 0.46159
 255800 0.26495  0.4131 0.13466 0.46176
 255850 0.26485  0.413  0.13466 0.46189
 255900 0.26474  0.4129 0.13465 0.46201
 255950 0.26462  0.4128 0.13463  0.4621
 256000 0.26451 0.41271 0.13462 0.46217
 256050 0.26439 0.41263 0.13461 0.46221
 256100 0.26428 0.41256  0.1346 0.46223
 256150 0.26418 0.41249 0.13459 0.46222
 256200 0.26408 0.41242 0.13458 0.46219
 256250 0.26398 0.41234 0.13457 0.46214
 256300 0.26389 0.41227 0.13457 0.46206
 256350 0.26381 0.41219 0.13457 0.46196
 256400 0.26373  0.4121 0.13457 0.46185
 256450 0.26365 0.41202 0.13457 0.46173
 256500 0.26357 0.41192 0.13456 0.46159
 256550 0.26348 0.41182 0.13455 0.46143
 256600  0.2634 0.41171 0.13453 0.46125
 256650 0.26331  0.4116 0.13451 0.46104
 256700 0.26323 0.41147  0.1345  0.4608
 256750 0.26314 0.41134 0.13449 0.46054
 256800 0.26305  0.4112 0.13448 0.46025
 256850 0.26298 0.41106 0.13447 0.45994
 256900 0.26291 0.41092 0.13445 0.45961
 256950 0.26285 0.41077 0.13445 0.45925
 257000 0.26278 0.41062 0.13446 0.45887
 257050 0.26271 0.41047 0.13449 0.45848
 257100 0.26263  0.4103 0.13453 0.45807
 257150 0.26256 0.41013 0.13457 0.45765
 257200 0.26248 0.40995 0.13461 0.45723
 257250  0.2624 0.40977 0.13463 0.45681
 257300 0.26232 0.40959 0.13464 0.45639
 257350 0.26225 0.40941 0.13463 0.45596
 257400 0.26218 0.40921 0.13461 0.45555
 257450  0.2621 0.40899 0.13457 0.45514
 257500 0.26202 0.40877 0.13452 0.45475
 257550 0.26194 0.40854 0.13447 0.45437
 257600 0.26185 0.40831 0.13442  0.454
 257650 0.26175 0.40809 0.13436 0.45363
 257700 0.26164 0.40786  0.1343 0.45326
 257750 0.26152 0.40764 0.13424  0.4529
 257800  0.2614 0.40741 0.13418 0.45255
 257850 0.26128 0.40717  0.1341 0.45221
 257900 0.26115 0.40692 0.13403  0.4519
 257950 0.26103 0.40664 0.13395 0.45161
 258000 0.26091 0.40636 0.13387 0.45136
 258050 0.26078 0.40607 0.13379 0.45113
 258100 0.26067 0.40577 0.13373 0.45092
 258150 0.26055 0.40546 0.13367 0.45075
 258200 0.26045 0.40514 0.13362 0.45059
 258250 0.26036 0.40482 0.13356 0.45045
 258300 0.26027 0.40452 0.13351 0.45034
 258350 0.26018 0.40421 0.13345 0.45026
 258400  0.2601  0.4039 0.13339 0.45022
 258450 0.26002  0.4036 0.13333  0.4502
 258500 0.25995  0.4033 0.13327 0.45021
 258550 0.25988  0.403   0.1332 0.45025
 258600 0.25981 0.40271 0.13313 0.45033
 258650 0.25976 0.40242 0.13306 0.45044
 258700  0.2597 0.40212 0.13299 0.45057
 258750 0.25965 0.40182 0.13292 0.45073
 258800  0.2596 0.40152 0.13285  0.4509
 258850 0.25954 0.40122 0.13279  0.4511
 258900 0.25948 0.40092 0.13273 0.45131
 258950 0.25943 0.40063 0.13266 0.45153
 259000 0.25937 0.40033  0.1326 0.45177
 259050 0.25932 0.40003 0.13253 0.45203
 259100 0.25928 0.39974 0.13248 0.45231
 259150 0.25925 0.39945 0.13243 0.45261
 259200 0.25923 0.39917 0.13239 0.45292
 259250 0.25922 0.39889 0.13236 0.45325
 259300 0.25923 0.39861 0.13233 0.45358
 259350 0.25924 0.39834  0.1323 0.45393
 259400 0.25926 0.39808 0.13228 0.45431
 259450 0.25928 0.39783 0.13227  0.4547
 259500 0.25931 0.39759 0.13226 0.45513
 259550 0.25932 0.39735 0.13225 0.45557
 259600 0.25933 0.39711 0.13224 0.45604
 259650 0.25932 0.39687 0.13224  0.4565
 259700 0.25929 0.39662 0.13223 0.45698
 259750 0.25926 0.39636 0.13223 0.45746
 259800 0.25923  0.3961 0.13225 0.45794
 259850 0.25919 0.39584 0.13227 0.45843
 259900 0.25915 0.39558 0.13232 0.45893
 259950  0.2591 0.39532 0.13237 0.45943
 260000 0.25905 0.39506 0.13243 0.45994
 260050 0.25899 0.39481 0.13249 0.46045
 260100 0.25893 0.39456 0.13254 0.46095
 260150 0.25884 0.39433 0.13259 0.46146
 260200 0.25875 0.39411 0.13262 0.46196
 260250 0.25865 0.39389 0.13266 0.46246
 260300 0.25855 0.39368 0.13269 0.46294
 260350 0.25844 0.39347 0.13272 0.46342
 260400 0.25832 0.39327 0.13276 0.46388
 260450  0.2582 0.39309 0.13279 0.46433
 260500 0.25807 0.39292 0.13281 0.46478
 260550 0.25792 0.39276 0.13283  0.4652
 260600 0.25777 0.39261 0.13286 0.46561
 260650 0.25761 0.39248 0.13289 0.46601
 260700 0.25745 0.39236 0.13292  0.4664
 260750 0.25728 0.39226 0.13296 0.46678
 260800 0.25711 0.39218 0.13301 0.46716
 260850 0.25693 0.39211 0.13305 0.46753
 260900 0.25674 0.39206 0.13308 0.46789
 260950 0.25653 0.39203 0.13311 0.46824
 261000 0.25631 0.39201 0.13312 0.46857
 261050 0.25609 0.39199 0.13312 0.46887
 261100 0.25586 0.39198 0.13313 0.46916
 261150 0.25562 0.39197 0.13312 0.46943
 261200 0.25539 0.39196  0.1331 0.46968
 261250 0.25517 0.39195 0.13308 0.46992
 261300 0.25495 0.39196 0.13304 0.47014
 261350 0.25474 0.39197  0.133  0.47034
 261400 0.25453 0.39199 0.13295 0.47052
 261450 0.25434 0.39202  0.1329 0.47067
 261500 0.25414 0.39206 0.13285 0.47078
 261550 0.25395 0.39212  0.1328 0.47087
 261600 0.25377 0.39219 0.13276 0.47092
 261650 0.25359  0.3923 0.13271 0.47094
 261700 0.25341 0.39242 0.13267 0.47093
 261750 0.25325 0.39256 0.13264 0.47089
 261800 0.25309 0.39271 0.13262 0.47082
 261850 0.25293 0.39286  0.1326 0.47074
 261900 0.25279 0.39302 0.13259 0.47063
 261950 0.25265 0.39318 0.13259 0.47051
 262000 0.25252 0.39334 0.13259 0.47037
 262050  0.2524 0.39351  0.1326 0.47022
 262100 0.25228 0.39368 0.13262 0.47006
 262150 0.25217 0.39387 0.13264 0.46989
 262200 0.25206 0.39405 0.13266  0.4697
 262250 0.25195 0.39424 0.13268  0.4695
 262300 0.25184 0.39443 0.13271 0.46929
 262350 0.25173 0.39462 0.13275 0.46906
 262400 0.25163 0.39482 0.13278 0.46882
 262450 0.25153 0.39501  0.1328 0.46857
 262500 0.25142  0.3952 0.13281 0.46831
 262550 0.25135 0.39507 0.13281 0.46843
 262600 0.25127 0.39494 0.13281 0.46856
 262650  0.2512 0.39481 0.13281 0.46869
 262700 0.25112 0.39468 0.13282 0.46882
 262750 0.25105 0.39455 0.13282 0.46894
 262800 0.25097 0.39443 0.13282 0.46907
 262850  0.2509  0.3943 0.13283  0.4692
 262900 0.25082 0.39417 0.13283 0.46933
 262950 0.25075 0.39404 0.13283 0.46947
 263000 0.25067 0.39391 0.13283  0.4696
 263050  0.2506 0.39378 0.13284 0.46973
 263100 0.25052 0.39365 0.13284 0.46986
 263150 0.25045 0.39352 0.13284   0.47
 263200 0.25038 0.39339 0.13285 0.47013
 263250  0.2503 0.39326 0.13285 0.47027
 263300 0.25023 0.39313 0.13285  0.4704
 263350 0.25015  0.393  0.13286 0.47054
 263400 0.25008 0.39287 0.13286 0.47068
 263450   0.25  0.39274 0.13286 0.47081
 263500 0.24993 0.39261 0.13287 0.47095
 263550 0.24985 0.39248 0.13287 0.47109
 263600 0.24978 0.39235 0.13287 0.47123
 263650  0.2497 0.39222 0.13288 0.47137
 263700 0.24963 0.39209 0.13288 0.47151
 263750 0.24955 0.39196 0.13288 0.47165
 263800 0.24948 0.39182 0.13289  0.4718
 263850  0.2494 0.39169 0.13289 0.47194
 263900 0.24933 0.39156 0.13289 0.47208
 263950 0.24925 0.39143  0.1329 0.47223
 264000 0.24918  0.3913  0.1329 0.47237
 264050  0.2491 0.39117  0.1329 0.47252
 264100 0.24903 0.39103 0.13291 0.47266
 264150 0.24895  0.3909 0.13291 0.47281
 264200 0.24888 0.39077 0.13291 0.47296
 264250  0.2488 0.39064 0.13292  0.4731
 264300 0.24873  0.3905 0.13292 0.47325
 264350 0.24865 0.39037 0.13293  0.4734
 264400 0.24858 0.39024 0.13293 0.47355
 264450  0.2485 0.39011 0.13293  0.4737
 264500 0.24843 0.38997 0.13294 0.47385
 264550 0.24835 0.38984 0.13294  0.474
 264600 0.24828 0.38971 0.13295 0.47416
 264650  0.2482 0.38957 0.13295 0.47431
 264700 0.24812 0.38944 0.13295 0.47446
 264750 0.24805  0.3893 0.13296 0.47462
 264800 0.24797 0.38917 0.13296 0.47477
 264850  0.2479 0.38904 0.13297 0.47493
 264900 0.24782  0.3889 0.13297 0.47508
 264950 0.24775 0.38877 0.13298 0.47524
 265000 0.24767 0.38863 0.13298  0.4754
 265050  0.2476  0.3885 0.13298 0.47556
 265100 0.24752 0.38836 0.13299 0.47572
 265150 0.24745 0.38823 0.13299 0.47588
 265200 0.24737 0.38809  0.133  0.47604
 265250  0.2473 0.38796  0.133   0.4762
 265300 0.24722 0.38782 0.13301 0.47636
 265350 0.24715 0.38769 0.13301 0.47652
 265400 0.24707 0.38755 0.13301 0.47668
 265450 0.24699 0.38742 0.13302 0.47684
 265500 0.24692 0.38728 0.13302 0.47701
 265550 0.24684 0.38715 0.13303 0.47717
 265600 0.24677 0.38701 0.13303 0.47734
 265650 0.24669 0.38687 0.13304  0.4775
 265700 0.24662 0.38674 0.13304 0.47767
 265750 0.24654  0.3866 0.13305 0.47784
 265800 0.24647 0.38646 0.13305 0.47801
 265850 0.24639 0.38633 0.13306 0.47817
 265900 0.24631 0.38619 0.13306 0.47834
 265950 0.24624 0.38605 0.13307 0.47851
 266000 0.24616 0.38592 0.13307 0.47868
 266050 0.24609 0.38578 0.13308 0.47885
 266100 0.24601 0.38564 0.13308 0.47902
 266150 0.24594  0.3855 0.13309  0.4792
 266200 0.24586 0.38537 0.13309 0.47937
 266250 0.24579 0.38523  0.1331 0.47954
 266300 0.24571 0.38509  0.1331 0.47972
 266350 0.24563 0.38495 0.13311 0.47989
 266400 0.24556 0.38481 0.13311 0.48007
 266450 0.24548 0.38467 0.13312 0.48024
 266500 0.24541 0.38454 0.13312 0.48042
 266550 0.24533  0.3844 0.13313  0.4806
 266600 0.24526 0.38426 0.13313 0.48078
 266650 0.24518 0.38412 0.13314 0.48095
 266700  0.2451 0.38398 0.13314 0.48113
 266750 0.24503 0.38384 0.13315 0.48131
 266800 0.24495  0.3837 0.13316 0.48149
 266850 0.24488 0.38356 0.13316 0.48167
 266900  0.2448 0.38342 0.13317 0.48186
 266950 0.24472 0.38328 0.13317 0.48204
 267000 0.24465 0.38314 0.13318 0.48222
 267050 0.24457  0.383  0.13318 0.48241
 267100  0.2445 0.38286 0.13319 0.48259
 267150 0.24442 0.38272  0.1332 0.48277
 267200 0.24434 0.38258  0.1332 0.48296
 267250 0.24427 0.38244 0.13321 0.48315
 267300 0.24419  0.3823 0.13321 0.48333
 267350 0.24412 0.38216 0.13322 0.48352
 267400 0.24404 0.38202 0.13322 0.48371
 267450 0.24396 0.38188 0.13323  0.4839
 267500 0.24389 0.38174 0.13324 0.48409
 267550 0.24381  0.3816 0.13324 0.48428
 267600 0.24374 0.38146 0.13325 0.48447
 267650 0.24366 0.38131 0.13325 0.48466
 267700 0.24358 0.38117 0.13326 0.48485
 267750 0.24351 0.38103 0.13327 0.48504
 267800 0.24343 0.38089 0.13327 0.48524
 267850 0.24336 0.38075 0.13328 0.48543
 267900 0.24328  0.3806 0.13329 0.48562
 267950  0.2432 0.38046 0.13329 0.48582
 268000 0.24313 0.38032  0.1333 0.48602
 268050 0.24305 0.38018  0.1333 0.48621
 268100 0.24297 0.38003 0.13331 0.48641
 268150  0.2429 0.37989 0.13332 0.48661
