   fs     GO-O  GO-O-SV GO-O-DV GO-O-SW
 99350  0.13961 0.14886 0.13907 0.17344
 99400  0.13968 0.14886 0.13913 0.17348
 99450  0.13975 0.14885 0.13918 0.17352
 99500  0.13983 0.14886 0.13924 0.17356
 99550   0.1399 0.14886 0.13931 0.17361
 99600  0.13998 0.14888 0.13939 0.17366
 99650  0.14005  0.1489 0.13945  0.1737
 99700  0.14012 0.14892 0.13952 0.17375
 99750  0.14019 0.14894 0.13958  0.1738
 99800  0.14025 0.14896 0.13965 0.17383
 99850   0.1403 0.14897 0.13971 0.17387
 99900  0.14034 0.14898 0.13978 0.17391
 99950  0.14038 0.14899 0.13984 0.17395
 100000 0.14041 0.14899 0.13991 0.17398
 100050 0.14044 0.14898 0.13997 0.17402
 100100 0.14046 0.14898 0.14002 0.17405
 100150 0.14047 0.14898 0.14007 0.17408
 100200 0.14048 0.14898 0.14012  0.1741
 100250 0.14048 0.14899 0.14016 0.17411
 100300 0.14048  0.149  0.14019 0.17413
 100350 0.14048  0.149  0.14023 0.17414
 100400  0.1405  0.149  0.14026 0.17416
 100450 0.14051 0.14901 0.14029 0.17417
 100500 0.14052 0.14902 0.14031 0.17417
 100550 0.14053 0.14903 0.14033 0.17418
 100600 0.14053 0.14904 0.14036 0.17418
 100650 0.14054 0.14905 0.14037 0.17418
 100700 0.14055 0.14906 0.14039 0.17417
 100750 0.14056 0.14906  0.1404 0.17417
 100800 0.14057 0.14906 0.14042 0.17418
 100850 0.14059 0.14906 0.14044 0.17418
 100900  0.1406 0.14905 0.14046 0.17419
 100950 0.14062 0.14904 0.14049  0.1742
 101000 0.14064 0.14903 0.14052 0.17422
 101050 0.14067 0.14902 0.14055 0.17425
 101100  0.1407  0.149  0.14059 0.17428
 101150 0.14072 0.14899 0.14063 0.17431
 101200 0.14074 0.14897 0.14067 0.17434
 101250 0.14076 0.14895 0.14072 0.17437
 101300 0.14078 0.14894 0.14076  0.1744
 101350  0.1408 0.14893 0.14081 0.17443
 101400 0.14081 0.14892 0.14084 0.17447
 101450 0.14083 0.14892 0.14088 0.17452
 101500 0.14086 0.14893 0.14093 0.17456
 101550 0.14088 0.14894 0.14098 0.17461
 101600 0.14091 0.14894 0.14103 0.17467
 101650 0.14094 0.14893 0.14109 0.17471
 101700 0.14095 0.14892 0.14115 0.17476
 101750 0.14097  0.1489 0.14122  0.1748
 101800 0.14098 0.14888  0.1413 0.17485
 101850 0.14099 0.14885 0.14138 0.17489
 101900  0.141  0.14881 0.14146 0.17493
 101950  0.141  0.14878 0.14154 0.17497
 102000  0.141  0.14874 0.14161  0.175
 102050  0.141  0.14869 0.14168 0.17502
 102100 0.14101 0.14865 0.14176 0.17504
 102150 0.14102 0.14862 0.14184 0.17507
 102200 0.14103 0.14859 0.14193 0.17509
 102250 0.14104 0.14856 0.14202 0.17512
 102300 0.14105 0.14853 0.14211 0.17515
 102350 0.14107  0.1485 0.14219 0.17517
 102400 0.14109 0.14846 0.14227  0.1752
 102450 0.14112 0.14842 0.14234 0.17524
 102500 0.14115 0.14838 0.14241 0.17529
 102550 0.14117 0.14833 0.14247 0.17534
 102600 0.14118 0.14828 0.14253 0.17539
 102650  0.1412 0.14823 0.14259 0.17546
 102700 0.14121 0.14818 0.14265 0.17553
 102750 0.14124 0.14813 0.14271  0.1756
 102800 0.14126 0.14809 0.14277 0.17568
 102850 0.14128 0.14806 0.14282 0.17576
 102900 0.14131 0.14802 0.14287 0.17584
 102950 0.14134 0.14799 0.14292 0.17593
 103000 0.14137 0.14797 0.14297 0.17601
 103050 0.14137 0.14796 0.14301 0.17608
 103100 0.14138 0.14795 0.14305 0.17615
 103150 0.14137 0.14795 0.14308 0.17623
 103200 0.14137 0.14794 0.14312  0.1763
 103250 0.14138 0.14792 0.14315 0.17637
 103300 0.14139 0.14791 0.14319 0.17644
 103350 0.14141 0.14789 0.14321  0.1765
 103400 0.14143 0.14788 0.14322 0.17657
 103450 0.14144 0.14787 0.14324 0.17662
 103500 0.14146 0.14788 0.14325 0.17667
 103550 0.14147 0.14789 0.14327 0.17671
 103600 0.14148  0.1479 0.14328 0.17676
 103650 0.14148 0.14792  0.1433 0.17681
 103700 0.14149 0.14794 0.14332 0.17687
 103750  0.1415 0.14796 0.14334 0.17692
 103800  0.1415 0.14797 0.14337 0.17697
 103850 0.14151 0.14798 0.14339 0.17702
 103900 0.14152 0.14799 0.14341 0.17708
 103950 0.14153  0.148  0.14344 0.17716
 104000 0.14154 0.14801 0.14346 0.17724
 104050 0.14154 0.14803 0.14348 0.17733
 104100 0.14154 0.14804 0.14349 0.17741
 104150 0.14155 0.14806 0.14351 0.17748
 104200 0.14155 0.14807 0.14352 0.17753
 104250 0.14154 0.14807 0.14354 0.17757
 104300 0.14153 0.14808 0.14356 0.17761
 104350 0.14152 0.14809 0.14356 0.17765
 104400  0.1415 0.14809 0.14356 0.17768
 104450 0.14149 0.14809 0.14355 0.17772
 104500 0.14147 0.14808 0.14355 0.17775
 104550 0.14146 0.14806 0.14354 0.17779
 104600 0.14147 0.14805 0.14354 0.17783
 104650 0.14148 0.14802 0.14354 0.17787
 104700  0.1415  0.148  0.14354 0.17791
 104750 0.14152 0.14797 0.14354 0.17795
 104800 0.14156 0.14794 0.14354 0.17798
 104850 0.14161 0.14792 0.14356  0.178
 104900 0.14165  0.1479 0.14358 0.17802
 104950 0.14171 0.14787  0.1436 0.17803
 105000 0.14177 0.14785 0.14363 0.17805
 105050 0.14183 0.14783 0.14367 0.17806
 105100  0.1419  0.1478 0.14371 0.17806
 105150 0.14197 0.14777 0.14375 0.17807
 105200 0.14205 0.14773 0.14379 0.17807
 105250 0.14212 0.14769 0.14384 0.17808
 105300  0.1422 0.14765 0.14388 0.17808
 105350 0.14227 0.14761 0.14394 0.17809
 105400 0.14234 0.14759  0.144  0.17811
 105450 0.14242 0.14756 0.14406 0.17812
 105500 0.14249 0.14753 0.14412 0.17815
 105550 0.14256  0.1475 0.14418 0.17817
 105600 0.14262 0.14747 0.14424 0.17819
 105650 0.14268 0.14745 0.14431 0.17822
 105700 0.14273 0.14743 0.14438 0.17826
 105750 0.14277 0.14741 0.14445 0.17829
 105800 0.14281 0.14739 0.14452 0.17833
 105850 0.14284 0.14738 0.14458 0.17836
 105900 0.14287 0.14737 0.14465 0.17839
 105950  0.1429 0.14736 0.14473 0.17843
 106000 0.14292 0.14735 0.14481 0.17846
 106050 0.14294 0.14734 0.14489 0.17849
 106100 0.14297 0.14733 0.14497 0.17852
 106150  0.143  0.14732 0.14504 0.17854
 106200 0.14302 0.14731 0.14511 0.17857
 106250 0.14306  0.1473 0.14517  0.1786
 106300  0.1431  0.1473 0.14522 0.17864
 106350 0.14313 0.14729 0.14527 0.17868
 106400 0.14317 0.14729  0.1453 0.17872
 106450  0.1432  0.1473 0.14533 0.17876
 106500 0.14323 0.14731 0.14535  0.1788
 106550 0.14326 0.14733 0.14538 0.17884
 106600 0.14328 0.14735 0.14539 0.17887
 106650 0.14331 0.14737 0.14541 0.17889
 106700 0.14334  0.1474 0.14542 0.17891
 106750 0.14336 0.14744 0.14543 0.17892
 106800 0.14338 0.14747 0.14545 0.17893
 106850 0.14339 0.14751 0.14545 0.17894
 106900 0.14341 0.14754 0.14544 0.17894
 106950 0.14342 0.14756 0.14544 0.17894
 107000 0.14344 0.14758 0.14543 0.17894
 107050 0.14346 0.14761 0.14543 0.17893
 107100 0.14348 0.14764 0.14543 0.17892
 107150 0.14351 0.14767 0.14543  0.1789
 107200 0.14353 0.14769 0.14544 0.17889
 107250 0.14356 0.14771 0.14545 0.17888
 107300 0.14358 0.14772 0.14547 0.17887
 107350  0.1436 0.14773  0.1455 0.17887
 107400 0.14362 0.14775 0.14553 0.17887
 107450 0.14365 0.14775 0.14555 0.17887
 107500 0.14367 0.14776 0.14556 0.17888
 107550 0.14369 0.14776 0.14557 0.17889
 107600 0.14371 0.14776 0.14558 0.17892
 107650 0.14375 0.14776 0.14559 0.17894
 107700 0.14379 0.14777 0.14561 0.17897
 107750 0.14384 0.14779 0.14562 0.17899
 107800 0.14387 0.14781 0.14565 0.17902
 107850  0.1439 0.14783 0.14568 0.17905
 107900 0.14392 0.14786 0.14571 0.17907
 107950 0.14395 0.14788 0.14573 0.17908
 108000 0.14398 0.14789 0.14575 0.17908
 108050  0.144  0.14788 0.14577 0.17908
 108100 0.14402 0.14787 0.14578 0.17908
 108150 0.14404 0.14785 0.14581 0.17907
 108200 0.14407 0.14783 0.14584 0.17906
 108250 0.14409  0.1478 0.14588 0.17904
 108300  0.1441 0.14777 0.14592 0.17902
 108350 0.14412 0.14773 0.14597  0.179
 108400 0.14414 0.14769 0.14601 0.17898
 108450 0.14417 0.14765 0.14606 0.17896
 108500 0.14419 0.14761 0.14611 0.17894
 108550 0.14422 0.14758 0.14616 0.17892
 108600 0.14425 0.14755 0.14621  0.1789
 108650 0.14428 0.14752 0.14627 0.17888
 108700 0.14431  0.1475 0.14632 0.17886
 108750 0.14433 0.14749 0.14638 0.17884
 108800 0.14436 0.14747 0.14643 0.17883
 108850 0.14438 0.14746 0.14649 0.17881
 108900 0.14441 0.14744 0.14654 0.17879
 108950 0.14442 0.14743  0.1466 0.17877
 109000 0.14444  0.1474 0.14665 0.17876
 109050 0.14445 0.14739 0.14671 0.17875
 109100 0.14445 0.14738 0.14676 0.17874
 109150 0.14445 0.14737 0.14682 0.17874
 109200 0.14446 0.14737 0.14687 0.17873
 109250 0.14445 0.14738 0.14692 0.17871
 109300 0.14444 0.14739 0.14696 0.17871
 109350 0.14443 0.14741 0.14701 0.17871
 109400 0.14442 0.14743 0.14706 0.17873
 109450 0.14442 0.14745 0.14712 0.17875
 109500 0.14441 0.14747 0.14719 0.17878
 109550  0.1444 0.14749 0.14726 0.17881
 109600 0.14438 0.14751 0.14731 0.17884
 109650 0.14435 0.14754 0.14736 0.17887
 109700 0.14432 0.14756 0.14739  0.1789
 109750 0.14429 0.14757 0.14741 0.17894
 109800 0.14426 0.14759 0.14742 0.17899
 109850 0.14422 0.14759 0.14743 0.17904
 109900  0.1442 0.14759 0.14744  0.1791
 109950 0.14418 0.14759 0.14746 0.17917
 110000 0.14417 0.14758 0.14747 0.17922
 110050 0.14418 0.14757 0.14747 0.17928
 110100 0.14419 0.14756 0.14747 0.17933
 110150 0.14421 0.14754 0.14747 0.17938
 110200 0.14422 0.14753 0.14747 0.17943
 110250 0.14424 0.14751 0.14748 0.17948
 110300 0.14425 0.14749 0.14749 0.17955
 110350 0.14427 0.14748  0.1475 0.17961
 110400 0.14429 0.14748  0.1475 0.17968
 110450 0.14432 0.14748  0.1475 0.17976
 110500 0.14435 0.14749 0.14749 0.17983
 110550 0.14439 0.14749 0.14749  0.1799
 110600 0.14443 0.14749 0.14747 0.17998
 110650 0.14448 0.14749 0.14745 0.18005
 110700 0.14452 0.14749 0.14743 0.18012
 110750 0.14456 0.14749 0.14742 0.18019
 110800  0.1446  0.1475 0.14741 0.18026
 110850 0.14464 0.14752  0.1474 0.18033
 110900 0.14467 0.14752 0.14741 0.18039
 110950  0.1447 0.14754 0.14742 0.18044
 111000 0.14473 0.14755 0.14744 0.18047
 111050 0.14475 0.14756 0.14747  0.1805
 111100 0.14478 0.14757  0.1475 0.18052
 111150  0.1448 0.14757 0.14754 0.18054
 111200 0.14483 0.14757 0.14758 0.18056
 111250 0.14485 0.14755 0.14761 0.18058
 111300 0.14488 0.14753 0.14764  0.1806
 111350 0.14492  0.1475 0.14767 0.18063
 111400 0.14495 0.14746 0.14769 0.18066
 111450 0.14499 0.14741 0.14772 0.18069
 111500 0.14501 0.14737 0.14774 0.18071
 111550 0.14504 0.14733 0.14776 0.18074
 111600 0.14506 0.14729 0.14778 0.18076
 111650 0.14508 0.14725 0.14781 0.18079
 111700 0.14509  0.1472 0.14784 0.18083
 111750  0.1451 0.14714 0.14787 0.18088
 111800 0.14511 0.14707 0.14789 0.18092
 111850 0.14511  0.147  0.14791 0.18096
 111900 0.14511 0.14694 0.14794  0.181
 111950 0.14512 0.14687 0.14795 0.18104
 112000 0.14514 0.14681 0.14796 0.18108
 112050 0.14517 0.14674 0.14795 0.18112
 112100  0.1452 0.14667 0.14794 0.18116
 112150 0.14522  0.1466 0.14793 0.18119
 112200 0.14525 0.14652 0.14792 0.18122
 112250 0.14527 0.14644  0.1479 0.18126
 112300 0.14529 0.14635 0.14789  0.1813
 112350 0.14531 0.14626 0.14787 0.18135
 112400 0.14532 0.14616 0.14786  0.1814
 112450 0.14533 0.14607 0.14786 0.18145
 112500 0.14534 0.14599 0.14787 0.18149
 112550 0.14534 0.14592 0.14787 0.18152
 112600 0.14534 0.14586 0.14787 0.18154
 112650 0.14533 0.14582 0.14789 0.18155
 112700 0.14532 0.14579 0.14792 0.18154
 112750 0.14531 0.14577 0.14795 0.18152
 112800 0.14531 0.14575 0.14798  0.1815
 112850  0.1453 0.14573 0.14801 0.18149
 112900  0.1453 0.14571 0.14802 0.18148
 112950  0.1453  0.1457 0.14803 0.18147
 113000 0.14529 0.14568 0.14803 0.18147
 113050 0.14529 0.14567 0.14803 0.18146
 113100 0.14528 0.14567 0.14805 0.18146
 113150 0.14527 0.14567 0.14806 0.18146
 113200 0.14526 0.14569 0.14808 0.18146
 113250 0.14526 0.14571  0.1481 0.18148
 113300 0.14525 0.14574 0.14813  0.1815
 113350 0.14525 0.14577 0.14815 0.18152
 113400 0.14525 0.14579 0.14817 0.18156
 113450 0.14526 0.14582 0.14819 0.18159
 113500 0.14528 0.14585 0.14821 0.18162
 113550 0.14532 0.14587 0.14822 0.18165
 113600 0.14537 0.14588 0.14824 0.18168
 113650 0.14542 0.14589 0.14826  0.1817
 113700 0.14548  0.1459 0.14826 0.18173
 113750 0.14554 0.14592 0.14827 0.18174
 113800  0.1456 0.14594 0.14828 0.18176
 113850 0.14566 0.14597 0.14829 0.18177
 113900 0.14572 0.14599 0.14829 0.18178
 113950 0.14578  0.146  0.14829 0.18179
 114000 0.14584 0.14601  0.1483 0.18182
 114050  0.1459  0.146  0.14829 0.18187
 114100 0.14595  0.146  0.14828 0.18192
 114150  0.146   0.146  0.14827 0.18199
 114200 0.14605 0.14599 0.14827 0.18207
 114250  0.1461 0.14599 0.14826 0.18215
 114300 0.14614 0.14598 0.14825 0.18223
 114350 0.14617 0.14597 0.14824 0.18231
 114400  0.1462 0.14596 0.14822 0.18238
 114450 0.14622 0.14594  0.1482 0.18246
 114500 0.14623 0.14592 0.14819 0.18254
 114550 0.14624  0.1459 0.14818 0.18261
 114600 0.14623 0.14587 0.14818 0.18268
 114650 0.14621 0.14585 0.14819 0.18275
 114700 0.14619 0.14583  0.1482 0.18282
 114750 0.14615 0.14581 0.14822 0.18289
 114800 0.14611 0.14579 0.14823 0.18296
 114850 0.14606 0.14579 0.14826 0.18303
 114900 0.14601 0.14579 0.14829 0.18311
 114950 0.14596  0.1458  0.1483 0.18318
 115000 0.14591 0.14581 0.14832 0.18325
 115050 0.14586 0.14582 0.14833 0.18331
 115100 0.14581 0.14584 0.14834 0.18337
 115150 0.14577 0.14584 0.14835 0.18344
 115200 0.14573 0.14584 0.14837  0.1835
 115250 0.14569 0.14583 0.14839 0.18356
 115300 0.14565 0.14582 0.14842  0.1836
 115350 0.14562 0.14581 0.14845 0.18364
 115400 0.14559 0.14579 0.14848 0.18368
 115450 0.14557 0.14578 0.14851 0.18372
 115500 0.14554 0.14576 0.14854 0.18377
 115550 0.14551 0.14574 0.14857 0.18382
 115600 0.14548 0.14572 0.14861 0.18388
 115650 0.14546 0.14568 0.14866 0.18394
 115700 0.14544 0.14564  0.1487 0.18402
 115750 0.14543 0.14558 0.14874 0.18409
 115800 0.14542 0.14551 0.14877 0.18417
 115850 0.14542 0.14545 0.14879 0.18425
 115900 0.14542  0.1454 0.14881 0.18433
 115950 0.14542 0.14534 0.14883 0.18442
 116000 0.14544 0.14528 0.14885 0.18451
 116050 0.14546 0.14522 0.14887 0.18459
 116100 0.14547 0.14517 0.14889 0.18467
 116150 0.14549 0.14511 0.14891 0.18474
 116200  0.1455 0.14507 0.14892 0.18481
 116250 0.14552 0.14503 0.14894 0.18487
 116300 0.14553 0.14499 0.14895 0.18494
 116350 0.14554 0.14495 0.14895  0.185
 116400 0.14555 0.14493 0.14895 0.18507
 116450 0.14555  0.1449 0.14894 0.18514
 116500 0.14554 0.14489 0.14894 0.18521
 116550 0.14553 0.14488 0.14894 0.18528
 116600 0.14552 0.14487 0.14894 0.18535
 116650  0.1455 0.14486 0.14895 0.18543
 116700 0.14548 0.14485 0.14896 0.18551
 116750 0.14546 0.14485 0.14898 0.18558
 116800 0.14544 0.14484 0.14899 0.18565
 116850 0.14542 0.14484 0.14899 0.18572
 116900 0.14541 0.14485 0.14899 0.18578
 116950 0.14541 0.14486  0.149  0.18585
 117000  0.1454 0.14488 0.14901 0.18591
 117050 0.14541 0.14491 0.14901 0.18597
 117100 0.14543 0.14494 0.14901 0.18602
 117150 0.14545 0.14497  0.149  0.18607
 117200 0.14548  0.145  0.14899 0.18612
 117250 0.14551 0.14502 0.14899 0.18616
 117300 0.14554 0.14502 0.14898 0.18621
 117350 0.14557 0.14503 0.14898 0.18625
 117400  0.1456 0.14504 0.14898  0.1863
 117450 0.14563 0.14505 0.14899 0.18634
 117500 0.14566 0.14505  0.149  0.18638
 117550 0.14569 0.14505 0.14901 0.18641
 117600 0.14572 0.14504 0.14902 0.18644
 117650 0.14574 0.14503 0.14903 0.18647
 117700 0.14577 0.14502 0.14904 0.18649
 117750 0.14579  0.145  0.14905  0.1865
 117800 0.14581 0.14498 0.14905 0.18651
 117850 0.14582 0.14495 0.14905 0.18651
 117900 0.14583 0.14491 0.14905 0.18651
 117950 0.14583 0.14487 0.14904 0.18652
 118000 0.14584 0.14481 0.14902 0.18653
 118050 0.14584 0.14474 0.14901 0.18656
 118100 0.14584 0.14466  0.149  0.18659
 118150 0.14583 0.14457 0.14898 0.18662
 118200 0.14582 0.14448 0.14897 0.18665
 118250 0.14581 0.14438 0.14896 0.18668
 118300 0.14579 0.14429 0.14895 0.18671
 118350 0.14577 0.14422 0.14895 0.18673
 118400 0.14575 0.14415 0.14894 0.18675
 118450 0.14571 0.14409 0.14894 0.18677
 118500 0.14567 0.14405 0.14894  0.1868
 118550 0.14563 0.14401 0.14894 0.18683
 118600 0.14559 0.14397 0.14894 0.18685
 118650 0.14555 0.14393 0.14894 0.18688
 118700 0.14552  0.1439 0.14894 0.18692
 118750 0.14548 0.14386 0.14896 0.18695
 118800 0.14544 0.14383 0.14898 0.18699
 118850 0.14541 0.14379  0.149  0.18704
 118900 0.14538 0.14374 0.14902 0.18709
 118950 0.14535 0.14369 0.14904 0.18714
 119000 0.14532 0.14365 0.14905 0.18718
 119050  0.1453  0.1436 0.14906 0.18723
 119100 0.14527 0.14357 0.14907 0.18728
 119150 0.14524 0.14355 0.14909 0.18732
 119200 0.14522 0.14354  0.1491 0.18737
 119250 0.14519 0.14353 0.14912 0.18742
 119300 0.14518 0.14352 0.14914 0.18746
 119350 0.14517 0.14351 0.14916 0.18751
 119400 0.14517  0.1435 0.14919 0.18756
 119450 0.14518 0.14351 0.14922  0.1876
 119500 0.14518 0.14352 0.14924 0.18765
 119550 0.14518 0.14353 0.14927  0.1877
 119600 0.14518 0.14354 0.14929 0.18776
 119650 0.14518 0.14355  0.1493 0.18783
 119700 0.14518 0.14357  0.1493 0.18789
 119750 0.14517 0.14358 0.14931 0.18796
 119800 0.14516 0.14359  0.1493 0.18803
 119850 0.14515  0.1436  0.1493  0.1881
 119900 0.14513 0.14361  0.1493 0.18816
 119950 0.14512 0.14362  0.1493 0.18821
 120000  0.1451 0.14363  0.1493 0.18825
 120050 0.14508 0.14363  0.1493 0.18829
 120100 0.14505 0.14363  0.1493 0.18831
 120150 0.14503 0.14362  0.1493 0.18834
 120200 0.14502  0.1436  0.1493 0.18836
 120250 0.14501 0.14357 0.14931 0.18838
 120300  0.145  0.14354 0.14932 0.18841
 120350  0.145  0.14349 0.14933 0.18844
 120400 0.14501 0.14345 0.14933 0.18847
 120450 0.14501  0.1434 0.14933  0.1885
 120500 0.14501 0.14336 0.14933 0.18852
 120550 0.14501 0.14331 0.14933 0.18853
 120600 0.14501 0.14325 0.14932 0.18853
 120650 0.14502  0.1432 0.14932 0.18853
 120700 0.14503 0.14315 0.14931 0.18851
 120750 0.14504  0.1431  0.1493 0.18849
 120800 0.14507 0.14305 0.14928 0.18847
 120850 0.14509  0.143  0.14926 0.18843
 120900 0.14513 0.14295 0.14922 0.18839
 120950 0.14517 0.14289 0.14918 0.18834
 121000 0.14521 0.14282 0.14913  0.1883
 121050 0.14525 0.14275 0.14908 0.18826
 121100  0.1453  0.1427 0.14904 0.18822
 121150 0.14534 0.14266 0.14898 0.18819
 121200 0.14539 0.14262 0.14894 0.18817
 121250 0.14543 0.14259  0.1489 0.18817
 121300 0.14546 0.14256 0.14886 0.18816
 121350 0.14549 0.14254 0.14882 0.18816
 121400 0.14552 0.14251 0.14878 0.18815
 121450 0.14554 0.14249 0.14874 0.18815
 121500 0.14555 0.14246  0.1487 0.18815
 121550 0.14557 0.14244 0.14866 0.18816
 121600 0.14559 0.14241 0.14861 0.18816
 121650 0.14561 0.14238 0.14857 0.18817
 121700 0.14562 0.14235 0.14854 0.18817
 121750 0.14563 0.14232 0.14853 0.18817
 121800 0.14564 0.14228 0.14852 0.18817
 121850 0.14563 0.14224 0.14852 0.18817
 121900 0.14563 0.14221 0.14852 0.18817
 121950 0.14562 0.14217 0.14854 0.18817
 122000 0.14562 0.14215 0.14856 0.18817
 122050 0.14562 0.14212  0.1486 0.18816
 122100 0.14562  0.1421 0.14863 0.18816
 122150 0.14561 0.14209 0.14866 0.18816
 122200 0.14561 0.14209  0.1487 0.18817
 122250 0.14561  0.1421 0.14874 0.18818
 122300 0.14561  0.1421 0.14879  0.1882
 122350 0.14561  0.1421 0.14884 0.18824
 122400 0.14562 0.14209 0.14888 0.18828
 122450 0.14563 0.14209 0.14893 0.18834
 122500 0.14564 0.14209 0.14897  0.1884
 122550 0.14564 0.14209 0.14901 0.18846
 122600 0.14564 0.14209 0.14904 0.18853
 122650 0.14564 0.14209 0.14908 0.18861
 122700 0.14564 0.14209 0.14912 0.18869
 122750 0.14562 0.14207 0.14917 0.18877
 122800 0.14559 0.14206 0.14921 0.18885
 122850 0.14556 0.14204 0.14925 0.18893
 122900 0.14552 0.14201 0.14928  0.189
 122950 0.14549 0.14198 0.14931 0.18907
 123000 0.14546 0.14195 0.14933 0.18913
 123050 0.14542 0.14192 0.14934  0.1892
 123100 0.14539 0.14188 0.14935 0.18926
 123150 0.14536 0.14184 0.14935 0.18931
 123200 0.14533 0.14179 0.14935 0.18937
 123250 0.14529 0.14173 0.14935 0.18942
 123300 0.14526 0.14167 0.14934 0.18946
 123350 0.14522 0.14159 0.14933 0.18949
 123400 0.14517 0.14151 0.14933 0.18951
 123450 0.14513 0.14143 0.14933 0.18954
 123500 0.14508 0.14133 0.14933 0.18957
 123550 0.14504 0.14123 0.14933  0.1896
 123600 0.14501 0.14112 0.14933 0.18961
 123650 0.14498 0.14101 0.14934 0.18962
 123700 0.14496  0.1409 0.14935 0.18962
 123750 0.14494 0.14079 0.14936 0.18961
 123800 0.14493 0.14069 0.14938 0.18959
 123850 0.14492 0.14058 0.14941 0.18957
 123900 0.14492 0.14047 0.14943 0.18954
 123950 0.14491 0.14038 0.14946 0.18952
 124000 0.14491  0.1403 0.14949 0.18951
 124050 0.14491 0.14023 0.14951 0.18949
 124100 0.14491 0.14016 0.14954 0.18948
 124150 0.14492  0.1401 0.14956 0.18947
 124200 0.14493 0.14003 0.14958 0.18947
 124250 0.14494 0.13997 0.14959 0.18947
 124300 0.14494  0.1399  0.1496 0.18946
 124350 0.14494 0.13983 0.14962 0.18945
 124400 0.14494 0.13978 0.14963 0.18942
 124450 0.14493 0.13973 0.14963 0.18938
 124500 0.14491  0.1397 0.14964 0.18932
 124550 0.14489 0.13969 0.14964 0.18925
 124600 0.14487 0.13968 0.14964 0.18919
 124650 0.14484 0.13968 0.14964 0.18912
 124700 0.14481 0.13968 0.14963 0.18907
 124750 0.14478 0.13967 0.14962 0.18902
 124800 0.14475 0.13965  0.1496 0.18897
 124850 0.14472 0.13964 0.14958 0.18892
 124900 0.14468 0.13962 0.14957 0.18889
 124950 0.14463 0.13958 0.14956 0.18887
 125000 0.14458 0.13953 0.14955 0.18885
 125050 0.14453 0.13948 0.14954 0.18885
