   fs     GO-O  GO-O-SV GO-O-DV GO-O-SW
 144500 0.13301 0.14214  0.1403 0.17202
 144550 0.13296 0.14216 0.14028 0.17196
 144600 0.13289 0.14216 0.14025  0.1719
 144650 0.13282 0.14215 0.14021 0.17183
 144700 0.13274 0.14214 0.14016 0.17177
 144750 0.13266 0.14213 0.14009  0.1717
 144800 0.13257 0.14212 0.14002 0.17164
 144850 0.13248 0.14211 0.13994 0.17157
 144900 0.13239 0.14212 0.13985  0.1715
 144950 0.13231 0.14213 0.13975 0.17143
 145000 0.13224 0.14213 0.13966 0.17135
 145050 0.13216 0.14213 0.13957 0.17127
 145100  0.1321 0.14213 0.13949 0.17119
 145150 0.13203 0.14213  0.1394 0.17111
 145200 0.13196 0.14213  0.1393 0.17103
 145250  0.1319 0.14213  0.1392 0.17095
 145300 0.13183 0.14212  0.1391 0.17087
 145350 0.13177 0.14211  0.139  0.17079
 145400  0.1317 0.14211  0.1389  0.1707
 145450 0.13164 0.14211 0.13879 0.17061
 145500 0.13158 0.14212 0.13868 0.17051
 145550 0.13154 0.14215 0.13857 0.17041
 145600  0.1315 0.14218 0.13846  0.1703
 145650 0.13146 0.14221 0.13836  0.1702
 145700 0.13143 0.14226 0.13826 0.17011
 145750 0.13139 0.14231 0.13816 0.17002
 145800 0.13136 0.14238 0.13805 0.16994
 145850 0.13132 0.14244 0.13795 0.16985
 145900 0.13128 0.14252 0.13787 0.16976
 145950 0.13125 0.14259  0.1378 0.16968
 146000 0.13121 0.14267 0.13773  0.1696
 146050 0.13117 0.14275 0.13768 0.16953
 146100 0.13114 0.14283 0.13763 0.16946
 146150  0.1311 0.14291 0.13758  0.1694
 146200 0.13106 0.14298 0.13753 0.16933
 146250 0.13102 0.14307 0.13748 0.16926
 146300 0.13098 0.14317 0.13744 0.16919
 146350 0.13095 0.14327  0.1374 0.16912
 146400 0.13093 0.14337 0.13737 0.16906
 146450  0.1309 0.14348 0.13735 0.16899
 146500 0.13086 0.14358 0.13734 0.16892
 146550 0.13082 0.14369 0.13733 0.16886
 146600 0.13077 0.14379 0.13732  0.1688
 146650 0.13071 0.14389  0.1373 0.16874
 146700 0.13066 0.14399 0.13729 0.16868
 146750  0.1306 0.14407 0.13728 0.16863
 146800 0.13053 0.14414 0.13727 0.16857
 146850 0.13047  0.1442 0.13726 0.16851
 146900 0.13039 0.14426 0.13727 0.16846
 146950 0.13032  0.1443 0.13728 0.16841
 147000 0.13024 0.14433 0.13729 0.16835
 147050 0.13017 0.14435  0.1373 0.16829
 147100 0.13009 0.14437 0.13731 0.16823
 147150 0.13002 0.14438 0.13731 0.16817
 147200 0.12994 0.14439 0.13731 0.16811
 147250 0.12987 0.14441  0.1373 0.16805
 147300  0.1298 0.14442 0.13729 0.16798
 147350 0.12974 0.14441 0.13727 0.16791
 147400 0.12969 0.14441 0.13726 0.16784
 147450 0.12964 0.14439 0.13725 0.16777
 147500 0.12959 0.14437 0.13722  0.1677
 147550 0.12953 0.14434 0.13719 0.16763
 147600 0.12947  0.1443 0.13715 0.16755
 147650 0.12941 0.14428 0.13711 0.16748
 147700 0.12936 0.14425 0.13706 0.16741
 147750 0.12931 0.14423 0.13702 0.16734
 147800 0.12926 0.14422 0.13697 0.16727
 147850 0.12923 0.14421 0.13691 0.16719
 147900  0.1292 0.14421 0.13685  0.1671
 147950 0.12918  0.1442 0.13677 0.16702
 148000 0.12917  0.1442 0.13668 0.16694
 148050 0.12917 0.14419 0.13658 0.16687
 148100 0.12916 0.14419 0.13648 0.16681
 148150 0.12915 0.14419 0.13637 0.16676
 148200 0.12915 0.14419 0.13625 0.16671
 148250 0.12914 0.14419 0.13614 0.16667
 148300 0.12913 0.14421 0.13603 0.16663
 148350 0.12912 0.14423 0.13593 0.16659
 148400 0.12911 0.14424 0.13583 0.16656
 148450 0.12911 0.14426 0.13575 0.16652
 148500  0.1291 0.14428 0.13567 0.16649
 148550 0.12908  0.1443  0.1356 0.16645
 148600 0.12905 0.14433 0.13555 0.16641
 148650 0.12901 0.14436 0.13552 0.16636
 148700 0.12897 0.14439 0.13549 0.16631
 148750 0.12893 0.14443 0.13548 0.16625
 148800 0.12888 0.14448 0.13547 0.16619
 148850 0.12884 0.14453 0.13546 0.16611
 148900  0.1288 0.14457 0.13546 0.16605
 148950 0.12876  0.1446 0.13546 0.16598
 149000 0.12872 0.14464 0.13546 0.16591
 149050 0.12868 0.14469 0.13545 0.16583
 149100 0.12863 0.14474 0.13545 0.16575
 149150 0.12858 0.14479 0.13546 0.16567
 149200 0.12853 0.14484 0.13548  0.1656
 149250 0.12849  0.1449  0.1355 0.16552
 149300 0.12845 0.14497 0.13553 0.16543
 149350  0.1284 0.14503 0.13556 0.16534
 149400 0.12836  0.1451  0.1356 0.16524
 149450 0.12832 0.14516 0.13563 0.16515
 149500 0.12827 0.14523 0.13567 0.16506
 149550 0.12823 0.14529 0.13571 0.16497
 149600 0.12818 0.14537 0.13575 0.16489
 149650 0.12812 0.14544 0.13578  0.1648
 149700 0.12806  0.1455 0.13582 0.16471
 149750 0.12801 0.14554 0.13584 0.16461
 149800 0.12795 0.14559 0.13587  0.1645
 149850  0.1279 0.14562 0.13588 0.16439
 149900 0.12785 0.14565 0.13588 0.16429
 149950 0.12781 0.14568 0.13588 0.16418
 150000 0.12778 0.14571 0.13587 0.16407
 150050 0.12775 0.14574 0.13584 0.16397
 150100 0.12772 0.14576 0.13579 0.16388
 150150  0.1277 0.14578 0.13573 0.16379
 150200 0.12768  0.1458 0.13565  0.1637
 150250 0.12766 0.14583 0.13556 0.16363
 150300 0.12765 0.14585 0.13547 0.16355
 150350 0.12763 0.14587 0.13538 0.16348
 150400 0.12762 0.14588 0.13528 0.16342
 150450 0.12762 0.14588 0.13518 0.16335
 150500 0.12762 0.14587 0.13509 0.16328
 150550 0.12763 0.14585 0.13499  0.1632
 150600 0.12765 0.14582  0.1349 0.16312
 150650 0.12766  0.1458 0.13479 0.16304
 150700 0.12769 0.14578 0.13468 0.16294
 150750 0.12771 0.14577 0.13459 0.16284
 150800 0.12772 0.14576  0.1345 0.16275
 150850 0.12774 0.14574 0.13441 0.16266
 150900 0.12775 0.14573 0.13433 0.16259
 150950 0.12776 0.14572 0.13426 0.16251
 151000 0.12776 0.14571  0.1342 0.16245
 151050 0.12777  0.1457 0.13414 0.16238
 151100 0.12777  0.1457 0.13408 0.16231
 151150 0.12777  0.1457 0.13403 0.16225
 151200 0.12776  0.1457 0.13399  0.1622
 151250 0.12776 0.14569 0.13396 0.16215
 151300 0.12776  0.1457 0.13393  0.1621
 151350 0.12775  0.1457 0.13391 0.16206
 151400 0.12775 0.14571 0.13389 0.16203
 151450 0.12775 0.14571 0.13388  0.162
 151500 0.12774 0.14571 0.13387 0.16198
 151550 0.12774 0.14571 0.13386 0.16195
 151600 0.12772  0.1457 0.13386 0.16194
 151650 0.12771 0.14569 0.13386 0.16192
 151700  0.1277 0.14569 0.13385 0.16189
 151750 0.12769 0.14569 0.13385 0.16186
 151800 0.12768 0.14569 0.13384 0.16181
 151850 0.12768 0.14569 0.13383 0.16175
 151900 0.12767  0.1457 0.13383  0.1617
 151950 0.12766 0.14571 0.13383 0.16163
 152000 0.12765 0.14572 0.13384 0.16156
 152050 0.12763 0.14573 0.13384 0.16149
 152100  0.1276 0.14574 0.13385 0.16141
 152150 0.12758 0.14575 0.13387 0.16133
 152200 0.12755 0.14575 0.13389 0.16125
 152250 0.12751 0.14576  0.1339 0.16116
 152300 0.12748 0.14578 0.13392 0.16107
 152350 0.12744  0.1458 0.13393 0.16098
 152400  0.1274 0.14581 0.13394 0.16088
 152450 0.12736 0.14583 0.13395 0.16079
 152500 0.12733 0.14583 0.13395  0.1607
 152550 0.12731 0.14583 0.13396  0.1606
 152600 0.12729 0.14583 0.13397 0.16049
 152650 0.12727 0.14582 0.13399  0.1604
 152700 0.12726 0.14581 0.13401  0.1603
 152750 0.12724  0.1458 0.13405 0.16021
 152800 0.12721 0.14579  0.1341 0.16013
 152850 0.12718  0.1458 0.13415 0.16006
 152900 0.12715 0.14582 0.13421   0.16
 152950 0.12712 0.14583 0.13427 0.15995
 153000 0.12709 0.14585 0.13432 0.15991
 153050 0.12706 0.14585 0.13437 0.15988
 153100 0.12702 0.14586 0.13442 0.15985
 153150 0.12699 0.14587 0.13447 0.15983
 153200 0.12696 0.14587 0.13451  0.1598
 153250 0.12694 0.14586 0.13455 0.15978
 153300 0.12691 0.14586 0.13459 0.15976
 153350 0.12689 0.14585 0.13462 0.15972
 153400 0.12686 0.14584 0.13464 0.15968
 153450 0.12684 0.14583 0.13466 0.15962
 153500 0.12682 0.14582 0.13467 0.15955
 153550  0.1268  0.1458 0.13469 0.15948
 153600 0.12679 0.14579 0.13471 0.15939
 153650 0.12678 0.14578 0.13473  0.1593
 153700 0.12676 0.14577 0.13474 0.15921
 153750 0.12675 0.14576 0.13475 0.15912
 153800 0.12674 0.14575 0.13477 0.15904
 153850 0.12673 0.14574 0.13479 0.15895
 153900 0.12672 0.14573  0.1348 0.15886
 153950 0.12669 0.14572  0.1348 0.15876
 154000 0.12666 0.14571  0.1348 0.15867
 154050 0.12662 0.14569  0.1348 0.15857
 154100 0.12657 0.14567 0.13478 0.15848
 154150 0.12654 0.14566 0.13477 0.15839
 154200 0.12651 0.14565 0.13475 0.15829
 154250 0.12648 0.14563 0.13474 0.15821
 154300 0.12646 0.14562 0.13472 0.15812
 154350 0.12643 0.14561  0.1347 0.15803
 154400  0.1264  0.1456 0.13468 0.15794
 154450 0.12637 0.14558 0.13466 0.15785
 154500 0.12635 0.14557 0.13465 0.15777
 154550 0.12634 0.14555 0.13463 0.15769
 154600 0.12632 0.14552 0.13462  0.1576
 154650 0.12631 0.14549  0.1346 0.15752
 154700  0.1263 0.14544 0.13458 0.15743
 154750 0.12629 0.14538 0.13455 0.15735
 154800 0.12628 0.14531 0.13453 0.15727
 154850 0.12626 0.14523 0.13451 0.15719
 154900 0.12624 0.14514 0.13448 0.15711
 154950 0.12622 0.14504 0.13446 0.15701
 155000 0.12619 0.14494 0.13444 0.15692
 155050 0.12617 0.14485 0.13441 0.15682
 155100 0.12616 0.14476 0.13439 0.15672
 155150 0.12615 0.14467 0.13437  0.1566
 155200 0.12615 0.14459 0.13434 0.15649
 155250 0.12614 0.14452 0.13431 0.15636
 155300 0.12614 0.14445 0.13428 0.15624
 155350 0.12613 0.14438 0.13426 0.15612
 155400 0.12613 0.14432 0.13423 0.15601
 155450 0.12611 0.14427 0.13421 0.15591
 155500 0.12608 0.14422 0.13419 0.15582
 155550 0.12606 0.14418 0.13419 0.15574
 155600 0.12603 0.14413 0.13419 0.15565
 155650 0.12601 0.14409 0.13422 0.15556
 155700 0.12599 0.14406 0.13424 0.15548
 155750 0.12596 0.14402 0.13427 0.15539
 155800 0.12594 0.14398  0.1343 0.15531
 155850 0.12591 0.14394 0.13432 0.15524
 155900 0.12588 0.14391 0.13435 0.15517
 155950 0.12585 0.14389 0.13437 0.15509
 156000 0.12581 0.14388 0.13439 0.15502
 156050 0.12577 0.14388 0.13441 0.15495
 156100 0.12573 0.14387 0.13444 0.15488
 156150 0.12569 0.14388 0.13446 0.15481
 156200 0.12565 0.14388 0.13447 0.15475
 156250 0.12561 0.14389 0.13448 0.15468
 156300 0.12556  0.1439 0.13449 0.15461
 156350 0.12553 0.14391 0.13449 0.15455
 156400 0.12549  0.1439 0.13448 0.15448
 156450 0.12546  0.1439 0.13448 0.15441
 156500 0.12544 0.14389 0.13447 0.15434
 156550 0.12542 0.14388 0.13447 0.15427
 156600 0.12541 0.14387 0.13448  0.1542
 156650  0.1254 0.14385 0.13448 0.15414
 156700 0.12539 0.14385 0.13448 0.15406
 156750 0.12538 0.14385 0.13447 0.15399
 156800 0.12536 0.14385 0.13445 0.15391
 156850 0.12534 0.14385 0.13442 0.15383
 156900 0.12532 0.14386 0.13439 0.15376
 156950  0.1253 0.14387 0.13435 0.15369
 157000 0.12526 0.14387 0.13431 0.15361
 157050 0.12523 0.14388 0.13428 0.15354
 157100  0.1252 0.14389 0.13425 0.15348
 157150 0.12517 0.14389 0.13422 0.15341
 157200 0.12516  0.1439  0.1342 0.15334
 157250 0.12516  0.1439 0.13418 0.15326
 157300 0.12517 0.14389 0.13416 0.15318
 157350 0.12518 0.14388 0.13415 0.15309
 157400 0.12518 0.14386 0.13414 0.15299
 157450 0.12518 0.14383 0.13413  0.1529
 157500 0.12518  0.1438 0.13413 0.15281
 157550 0.12517 0.14376 0.13413 0.15273
 157600 0.12516 0.14372 0.13414 0.15266
 157650 0.12514 0.14368 0.13416 0.15259
 157700 0.12513 0.14365 0.13418 0.15254
 157750 0.12511 0.14361 0.13422 0.15249
 157800 0.12509 0.14358 0.13427 0.15245
 157850 0.12508 0.14355 0.13431 0.15242
 157900 0.12506 0.14352 0.13437 0.15239
 157950 0.12505 0.14349 0.13443 0.15236
 158000 0.12503 0.14346  0.1345 0.15234
 158050  0.125  0.14343 0.13457 0.15232
 158100 0.12497 0.14339 0.13464  0.1523
 158150 0.12495 0.14336  0.1347 0.15228
 158200 0.12493 0.14332 0.13476 0.15225
 158250 0.12491 0.14328 0.13482 0.15222
 158300  0.1249 0.14324 0.13487 0.15219
 158350 0.12487  0.1432 0.13493 0.15217
 158400 0.12484 0.14315 0.13498 0.15214
 158450 0.12481 0.14309 0.13503 0.15211
 158500 0.12477 0.14304 0.13507 0.15207
 158550 0.12475 0.14298  0.1351 0.15203
 158600 0.12473 0.14292 0.13512 0.15198
 158650  0.1247 0.14287 0.13515 0.15192
 158700 0.12467 0.14282 0.13517 0.15185
 158750 0.12465 0.14278 0.13518 0.15178
 158800 0.12462 0.14274 0.13519 0.15171
 158850 0.12461  0.1427 0.13519 0.15165
 158900 0.12459 0.14267 0.13518 0.15158
 158950 0.12457 0.14266 0.13517  0.1515
 159000 0.12456 0.14265 0.13516 0.15143
 159050 0.12455 0.14264 0.13515 0.15136
 159100 0.12454 0.14265 0.13514  0.1513
 159150 0.12453 0.14266 0.13513 0.15124
 159200 0.12452 0.14268 0.13512 0.15118
 159250 0.12451  0.1427 0.13511 0.15111
 159300  0.1245 0.14272  0.1351 0.15104
 159350 0.12449 0.14273 0.13508 0.15096
 159400 0.12449 0.14275 0.13507 0.15089
 159450 0.12449 0.14277 0.13506 0.15081
 159500  0.1245 0.14278 0.13505 0.15073
 159550 0.12451  0.1428 0.13502 0.15066
 159600 0.12452 0.14282 0.13499  0.1506
 159650 0.12452 0.14284 0.13496 0.15054
 159700 0.12453 0.14286 0.13493 0.15048
 159750 0.12453 0.14288  0.1349 0.15042
 159800 0.12455 0.14291 0.13487 0.15036
 159850 0.12456 0.14293 0.13484 0.15029
 159900 0.12456 0.14295 0.13482 0.15022
 159950 0.12456 0.14299 0.13481 0.15014
 160000 0.12455 0.14302 0.13479 0.15007
 160050 0.12453 0.14305 0.13478   0.15
 160100  0.1245 0.14308 0.13477 0.14992
 160150 0.12448  0.1431 0.13477 0.14984
 160200 0.12446 0.14313 0.13477 0.14976
 160250 0.12443 0.14315 0.13477 0.14968
 160300 0.12441 0.14318 0.13478 0.14959
 160350  0.1244  0.1432 0.13479 0.14951
 160400 0.12438 0.14322 0.13478 0.14942
 160450 0.12436 0.14324 0.13476 0.14933
 160500 0.12435 0.14326 0.13475 0.14924
 160550 0.12434 0.14327 0.13474 0.14917
 160600 0.12434 0.14329 0.13473  0.1491
 160650 0.12434  0.1433 0.13472 0.14905
 160700 0.12434 0.14331 0.13472  0.149
 160750 0.12433 0.14331 0.13473 0.14895
 160800 0.12433 0.14331 0.13474 0.14889
 160850 0.12432  0.1433 0.13476 0.14883
 160900 0.12431 0.14329 0.13479 0.14877
 160950  0.1243 0.14327 0.13481 0.14871
 161000 0.12428 0.14326 0.13484 0.14864
 161050 0.12425 0.14325 0.13486 0.14859
 161100 0.12421 0.14324 0.13487 0.14853
 161150 0.12417 0.14324 0.13488 0.14848
 161200 0.12412 0.14323 0.13488 0.14843
 161250 0.12408 0.14322 0.13488 0.14838
 161300 0.12404  0.1432 0.13488 0.14832
 161350 0.12401 0.14318 0.13488 0.14826
 161400 0.12399 0.14315 0.13487  0.1482
 161450 0.12398 0.14313 0.13485 0.14814
 161500 0.12397  0.1431 0.13483 0.14807
 161550 0.12396 0.14308  0.1348  0.148
 161600 0.12395 0.14306 0.13478 0.14792
 161650 0.12393 0.14304 0.13475 0.14783
 161700  0.1239 0.14302 0.13474 0.14774
 161750 0.12388  0.143  0.13472 0.14765
 161800 0.12385 0.14299  0.1347 0.14756
 161850 0.12381 0.14298 0.13468 0.14748
 161900 0.12378 0.14299 0.13467 0.14741
 161950 0.12374 0.14302 0.13466 0.14735
 162000  0.1237 0.14306 0.13464 0.14728
 162050 0.12366 0.14309 0.13462 0.14723
 162100 0.12363 0.14313 0.13459 0.14718
 162150  0.1236 0.14317 0.13457 0.14715
 162200 0.12357 0.14322 0.13454 0.14713
 162250 0.12354 0.14326 0.13452  0.1471
 162300 0.12352  0.1433 0.13449 0.14707
 162350  0.1235 0.14334 0.13446 0.14704
 162400 0.12349 0.14338 0.13443 0.14701
 162450 0.12349 0.14341 0.13438 0.14697
 162500 0.12348 0.14343 0.13434 0.14692
 162550 0.12348 0.14346 0.13428 0.14687
 162600 0.12348 0.14347 0.13423 0.14682
 162650 0.12347 0.14349 0.13419 0.14675
 162700 0.12347 0.14349 0.13415 0.14668
 162750 0.12347 0.14351 0.13411  0.1466
 162800 0.12347 0.14352 0.13407 0.14652
 162850 0.12347 0.14354 0.13404 0.14645
 162900 0.12347 0.14356 0.13402 0.14639
 162950 0.12347 0.14357 0.13401 0.14634
 163000 0.12347 0.14359 0.13401 0.14629
 163050 0.12346 0.14361 0.13401 0.14625
 163100 0.12345 0.14362 0.13402  0.1462
 163150 0.12344 0.14362 0.13403 0.14616
 163200 0.12343 0.14362 0.13405 0.14611
 163250 0.12341 0.14362 0.13406 0.14606
 163300 0.12339 0.14362 0.13407 0.14602
 163350 0.12336 0.14361 0.13407 0.14598
 163400 0.12333 0.14359 0.13409 0.14594
 163450  0.1233 0.14357 0.13411  0.1459
 163500 0.12327 0.14356 0.13413 0.14586
 163550 0.12325 0.14355 0.13415 0.14583
 163600 0.12323 0.14356 0.13416  0.1458
 163650 0.12321 0.14356 0.13419 0.14577
 163700 0.12319 0.14357 0.13422 0.14575
 163750 0.12317 0.14357 0.13425 0.14573
 163800 0.12315 0.14358 0.13427 0.14571
 163850 0.12313  0.1436  0.1343 0.14569
 163900 0.12311 0.14362 0.13433 0.14568
 163950 0.12308 0.14363 0.13436 0.14567
 164000 0.12304 0.14364 0.13438 0.14567
 164050  0.123  0.14365 0.13438 0.14568
 164100 0.12296 0.14365 0.13438 0.14569
 164150 0.12291 0.14365 0.13437  0.1457
 164200 0.12287 0.14365 0.13434 0.14571
 164250 0.12282 0.14365 0.13432 0.14571
 164300 0.12278 0.14364 0.13429 0.14571
 164350 0.12274 0.14364 0.13425  0.1457
 164400 0.12271 0.14364 0.13422 0.14569
 164450 0.12267 0.14366 0.13418 0.14568
 164500 0.12264 0.14369 0.13415 0.14566
 164550 0.12261 0.14372 0.13411 0.14564
 164600 0.12257 0.14375 0.13407 0.14561
 164650 0.12253 0.14378 0.13403 0.14559
 164700 0.12248 0.14381  0.134  0.14556
 164750 0.12245 0.14384 0.13397 0.14552
 164800 0.12241 0.14388 0.13394 0.14549
 164850 0.12238 0.14391 0.13391 0.14546
 164900 0.12235 0.14395  0.1339 0.14544
 164950 0.12232 0.14398 0.13389 0.14543
 165000 0.12231 0.14402 0.13388 0.14542
 165050 0.12231 0.14405 0.13388 0.14543
 165100 0.12232 0.14408 0.13387 0.14543
 165150 0.12233  0.1441 0.13386 0.14545
 165200 0.12236 0.14412 0.13385 0.14546
 165250 0.12238 0.14415 0.13384 0.14547
 165300 0.12241 0.14418 0.13385 0.14547
 165350 0.12243  0.1442 0.13387 0.14547
 165400 0.12246 0.14422 0.13389 0.14547
 165450  0.1225 0.14424 0.13392 0.14548
 165500 0.12253 0.14425 0.13396 0.14549
 165550 0.12255 0.14425 0.13399 0.14551
 165600 0.12257 0.14426 0.13403 0.14552
 165650 0.12257 0.14426 0.13406 0.14552
 165700 0.12257 0.14426 0.13409 0.14551
 165750 0.12257 0.14425 0.13412 0.14549
 165800 0.12256 0.14424 0.13415 0.14547
 165850 0.12255 0.14424 0.13418 0.14546
 165900 0.12254 0.14423 0.13421 0.14546
 165950 0.12253 0.14423 0.13425 0.14546
 166000 0.12252 0.14423 0.13427 0.14546
 166050 0.12252 0.14423  0.1343 0.14545
 166100 0.12252 0.14424 0.13431 0.14545
 166150 0.12251 0.14426 0.13432 0.14544
 166200 0.12251 0.14429 0.13432 0.14543
 166250 0.12251 0.14431 0.13432 0.14542
 166300 0.12252 0.14434 0.13432  0.1454
 166350 0.12251 0.14436  0.1343 0.14537
 166400 0.12251 0.14437 0.13428 0.14534
 166450  0.1225 0.14437 0.13427  0.1453
 166500 0.12249 0.14437 0.13425 0.14526
 166550 0.12247 0.14436 0.13423 0.14521
 166600 0.12246 0.14436  0.1342 0.14517
 166650 0.12244 0.14437 0.13417 0.14513
 166700 0.12243 0.14439 0.13413 0.14509
 166750 0.12242 0.14442  0.1341 0.14506
 166800  0.1224 0.14445 0.13407 0.14504
 166850 0.12237 0.14448 0.13405 0.14501
 166900 0.12235 0.14453 0.13403 0.14499
 166950 0.12233 0.14457 0.13401 0.14497
 167000 0.12231 0.14461 0.13398 0.14494
 167050  0.1223 0.14466 0.13396 0.14491
 167100  0.1223  0.1447 0.13392 0.14488
 167150  0.1223 0.14475 0.13388 0.14484
 167200  0.1223  0.1448 0.13384  0.1448
 167250 0.12231 0.14485  0.1338 0.14476
 167300  0.1223 0.14489 0.13376 0.14471
 167350  0.1223 0.14491 0.13372 0.14466
 167400  0.1223 0.14492 0.13368 0.14461
 167450 0.12229 0.14491 0.13365 0.14456
 167500 0.12229  0.1449 0.13362 0.14452
 167550  0.1223 0.14488  0.1336 0.14448
 167600 0.12231 0.14486 0.13358 0.14445
 167650 0.12233 0.14483 0.13356 0.14444
 167700 0.12234  0.1448 0.13354 0.14445
 167750 0.12236 0.14476 0.13352 0.14446
 167800 0.12238 0.14473 0.13349 0.14447
 167850 0.12239 0.14469 0.13347 0.14448
 167900 0.12239 0.14466 0.13345 0.14449
 167950 0.12239 0.14464 0.13343  0.1445
 168000  0.1224 0.14462 0.13341 0.14451
 168050 0.12241  0.1446  0.1334 0.14451
 168100 0.12243 0.14459  0.1334 0.14452
 168150 0.12244 0.14457 0.13341 0.14452
 168200 0.12245 0.14455 0.13342 0.14452
 168250 0.12246 0.14453 0.13342 0.14451
 168300 0.12247 0.14452 0.13343 0.14449
 168350 0.12247 0.14451 0.13344 0.14447
 168400 0.12247  0.1445 0.13346 0.14444
 168450 0.12248  0.1445 0.13347 0.14442
 168500 0.12249  0.1445  0.1335  0.1444
 168550 0.12252 0.14449 0.13352 0.14438
 168600 0.12255 0.14447 0.13353 0.14437
 168650 0.12258 0.14447 0.13354 0.14436
 168700 0.12262 0.14446 0.13355 0.14436
 168750 0.12266 0.14447 0.13355 0.14436
 168800 0.12269 0.14447 0.13356 0.14436
 168850 0.12273 0.14448 0.13356 0.14436
 168900 0.12275 0.14447 0.13356 0.14436
 168950 0.12277 0.14448 0.13356 0.14437
 169000 0.12277 0.14449 0.13355 0.14438
 169050 0.12278  0.1445 0.13354 0.14439
 169100 0.12278  0.1445 0.13352 0.14439
 169150 0.12277 0.14451  0.1335  0.1444
 169200 0.12275 0.14452 0.13348 0.14441
 169250 0.12272 0.14453 0.13346 0.14441
 169300 0.12269 0.14454 0.13344 0.14442
 169350 0.12266 0.14454 0.13341 0.14442
 169400 0.12263 0.14453 0.13339 0.14441
 169450 0.12262 0.14453 0.13336  0.1444
 169500  0.1226 0.14452 0.13334  0.1444
 169550 0.12259 0.14451 0.13331 0.14439
 169600 0.12258 0.14451 0.13328 0.14438
 169650 0.12259  0.1445 0.13325 0.14436
 169700 0.12259 0.14451  0.1332 0.14433
 169750 0.12259 0.14451 0.13316 0.14429
 169800  0.1226 0.14452 0.13312 0.14425
 169850  0.1226 0.14452 0.13308  0.1442
 169900  0.1226 0.14452 0.13305 0.14415
 169950  0.1226 0.14452 0.13301  0.1441
 170000 0.12259 0.14451 0.13298 0.14404
 170050 0.12258 0.14451 0.13295 0.14399
 170100 0.12257 0.14451 0.13292 0.14396
 170150 0.12257 0.14452  0.1329 0.14392
 170200 0.12256 0.14453 0.13288 0.14389
 170250 0.12256 0.14455 0.13286 0.14387
 170300 0.12257 0.14456 0.13285 0.14386
 170350 0.12258 0.14458 0.13284 0.14386
 170400 0.12259 0.14458 0.13284 0.14386
 170450 0.12261 0.14459 0.13284 0.14386
 170500 0.12263 0.14458 0.13283 0.14387
 170550 0.12266 0.14457 0.13282 0.14389
 170600  0.1227 0.14456 0.13281  0.1439
 170650 0.12274 0.14454  0.1328 0.14392
 170700 0.12277 0.14452  0.1328 0.14394
 170750 0.12281 0.14449 0.13281 0.14395
 170800 0.12285 0.14445 0.13282 0.14397
 170850 0.12288 0.14442 0.13283 0.14398
 170900 0.12291 0.14438 0.13284  0.144
 170950 0.12293 0.14435 0.13285 0.14403
 171000 0.12295 0.14432 0.13286 0.14405
 171050 0.12296  0.1443 0.13286 0.14407
 171100 0.12297 0.14427 0.13287 0.14408
 171150 0.12299 0.14425 0.13287 0.14409
 171200  0.123  0.14422 0.13287  0.1441
 171250 0.12301 0.14421 0.13286 0.14412
 171300 0.12301 0.14419 0.13285 0.14415
 171350 0.12302 0.14416 0.13284 0.14418
 171400 0.12302 0.14413 0.13283 0.14422
 171450 0.12302  0.1441 0.13282 0.14426
 171500 0.12301 0.14407 0.13282 0.14431
 171550 0.12299 0.14405 0.13282 0.14436
 171600 0.12296 0.14404 0.13282 0.14441
 171650 0.12292 0.14402 0.13282 0.14447
 171700 0.12286 0.14399 0.13283 0.14452
 171750  0.1228 0.14397 0.13285 0.14458
 171800 0.12272 0.14395 0.13286 0.14464
 171850 0.12265 0.14392 0.13288 0.14469
 171900 0.12257  0.1439  0.1329 0.14475
 171950 0.12249 0.14386 0.13293  0.1448
 172000 0.12241 0.14382 0.13295 0.14485
 172050 0.12233 0.14377 0.13297  0.1449
 172100 0.12228 0.14371 0.13299 0.14494
 172150 0.12223 0.14365  0.133  0.14497
 172200 0.12219 0.14359 0.13301  0.145
 172250 0.12216 0.14353 0.13302 0.14502
 172300 0.12214 0.14347 0.13303 0.14505
 172350 0.12213 0.14341 0.13304 0.14507
 172400 0.12211 0.14335 0.13304 0.14508
 172450 0.12209  0.1433 0.13303 0.14509
 172500 0.12207 0.14325 0.13302 0.14509
 172550 0.12206 0.14321 0.13301 0.14507
 172600 0.12205 0.14318 0.13298 0.14505
 172650 0.12203 0.14315 0.13295 0.14503
 172700 0.12202 0.14313 0.13291  0.145
 172750 0.12202 0.14312 0.13287 0.14497
 172800 0.12201 0.14311 0.13282 0.14494
 172850 0.12202 0.14311 0.13277  0.1449
 172900 0.12204 0.14311 0.13273 0.14486
 172950 0.12207  0.1431  0.1327 0.14481
 173000 0.12211  0.1431 0.13266 0.14476
 173050 0.12215 0.14309 0.13263 0.14471
 173100 0.12219 0.14307  0.1326 0.14466
 173150 0.12223 0.14306 0.13257 0.14459
 173200 0.12227 0.14305 0.13252 0.14452
 173250 0.12232 0.14304 0.13247 0.14445
 173300 0.12237 0.14303 0.13243 0.14439
 173350 0.12241 0.14303 0.13238 0.14435
 173400 0.12246 0.14302 0.13234  0.1443
 173450  0.1225  0.143  0.13231 0.14426
 173500 0.12254 0.14298 0.13227 0.14422
 173550 0.12258 0.14296 0.13224 0.14418
