   fs      Gr     GO-O   GO-OH  GO-COOH
 160050 0.21933 0.12453 0.08886  0.0723
 160100 0.21937  0.1245 0.08888  0.0723
 160150  0.2194 0.12448  0.0889  0.0723
 160200 0.21944 0.12446 0.08891 0.07231
 160250 0.21949 0.12443 0.08893 0.07231
 160300 0.21953 0.12441 0.08893 0.07232
 160350 0.21958  0.1244 0.08893 0.07232
 160400 0.21964 0.12438 0.08892 0.07232
 160450  0.2197 0.12436 0.08892 0.07233
 160500 0.21976 0.12435 0.08891 0.07233
 160550 0.21982 0.12434  0.0889 0.07233
 160600 0.21988 0.12434  0.0889 0.07233
 160650 0.21994 0.12434  0.0889 0.07233
 160700   0.22  0.12434  0.0889 0.07232
 160750 0.22005 0.12433  0.0889 0.07231
 160800  0.2201 0.12433 0.08891  0.0723
 160850 0.22015 0.12432 0.08892 0.07229
 160900 0.22021 0.12431 0.08893 0.07228
 160950 0.22027  0.1243 0.08894 0.07228
 161000 0.22034 0.12428 0.08894 0.07228
 161050  0.2204 0.12425 0.08894 0.07227
 161100 0.22045 0.12421 0.08894 0.07226
 161150  0.2205 0.12417 0.08894 0.07225
 161200 0.22054 0.12412 0.08895 0.07224
 161250 0.22057 0.12408 0.08895 0.07224
 161300  0.2206 0.12404 0.08895 0.07224
 161350 0.22065 0.12401 0.08894 0.07224
 161400 0.22069 0.12399 0.08893 0.07225
 161450 0.22073 0.12398 0.08892 0.07227
 161500 0.22077 0.12397 0.08892 0.07228
 161550 0.22082 0.12396 0.08892 0.07229
 161600 0.22086 0.12395 0.08892  0.0723
 161650  0.2209 0.12393 0.08891  0.0723
 161700 0.22093  0.1239  0.0889  0.0723
 161750 0.22096 0.12388  0.0889 0.07229
 161800 0.22097 0.12385 0.08889 0.07228
 161850 0.22098 0.12381 0.08888 0.07227
 161900 0.22098 0.12378 0.08887 0.07227
 161950 0.22096 0.12374 0.08886 0.07227
 162000 0.22094  0.1237 0.08886 0.07228
 162050 0.22089 0.12366 0.08885 0.07229
 162100 0.22083 0.12363 0.08885 0.07229
 162150 0.22076  0.1236 0.08885  0.0723
 162200 0.22067 0.12357 0.08885  0.0723
 162250 0.22057 0.12354 0.08885  0.0723
 162300 0.22045 0.12352 0.08885  0.0723
 162350 0.22032  0.1235 0.08885 0.07231
 162400 0.22017 0.12349 0.08885 0.07231
 162450 0.22001 0.12349 0.08885 0.07232
 162500 0.21985 0.12348 0.08885 0.07232
 162550 0.21967 0.12348 0.08885 0.07232
 162600 0.21948 0.12348 0.08886 0.07232
 162650 0.21928 0.12347 0.08888 0.07231
 162700 0.21906 0.12347 0.08889  0.0723
 162750 0.21883 0.12347  0.0889  0.0723
 162800 0.21858 0.12347 0.08892  0.0723
 162850 0.21833 0.12347 0.08893 0.07229
 162900 0.21808 0.12347 0.08893 0.07229
 162950 0.21785 0.12347 0.08894 0.07229
 163000 0.21762 0.12347 0.08895 0.07229
 163050  0.2174 0.12346 0.08897 0.07229
 163100 0.21718 0.12345  0.089  0.07229
 163150 0.21698 0.12344 0.08902 0.07229
 163200 0.21677 0.12343 0.08903 0.07229
 163250 0.21657 0.12341 0.08904 0.07228
 163300 0.21638 0.12339 0.08905 0.07229
 163350 0.21619 0.12336 0.08905  0.0723
 163400 0.21601 0.12333 0.08905  0.0723
 163450 0.21584  0.1233 0.08904 0.07231
 163500 0.21568 0.12327 0.08903 0.07232
 163550 0.21554 0.12325 0.08902 0.07233
 163600  0.2154 0.12323 0.08901 0.07234
 163650 0.21527 0.12321 0.08901 0.07235
 163700 0.21514 0.12319 0.08901 0.07236
 163750 0.21503 0.12317 0.08901 0.07237
 163800 0.21494 0.12315 0.08902 0.07239
 163850 0.21486 0.12313 0.08902 0.07241
 163900  0.2148 0.12311 0.08902 0.07243
 163950 0.21476 0.12308 0.08903 0.07245
 164000 0.21474 0.12304 0.08904 0.07247
 164050 0.21474  0.123  0.08906 0.07249
 164100 0.21475 0.12296 0.08908 0.07251
 164150 0.21479 0.12291  0.0891 0.07252
 164200 0.21483 0.12287 0.08911 0.07253
 164250 0.21489 0.12282 0.08911 0.07254
 164300 0.21495 0.12278 0.08911 0.07254
 164350 0.21504 0.12274  0.0891 0.07254
 164400 0.21513 0.12271 0.08909 0.07254
 164450 0.21523 0.12267 0.08907 0.07253
 164500 0.21535 0.12264 0.08906 0.07252
 164550 0.21548 0.12261 0.08906 0.07251
 164600 0.21561 0.12257 0.08907  0.0725
 164650 0.21574 0.12253 0.08909 0.07249
 164700 0.21588 0.12248 0.08911 0.07248
 164750 0.21601 0.12245 0.08912 0.07247
 164800 0.21615 0.12241 0.08914 0.07247
 164850 0.21628 0.12238 0.08915 0.07246
 164900 0.21641 0.12235 0.08916 0.07246
 164950 0.21654 0.12232 0.08917 0.07245
 165000 0.21668 0.12231 0.08918 0.07244
 165050 0.21682 0.12231 0.08919 0.07243
 165100 0.21697 0.12232  0.0892 0.07242
 165150 0.21712 0.12233  0.0892 0.07241
 165200 0.21727 0.12236  0.0892 0.07241
 165250 0.21742 0.12238  0.0892  0.0724
 165300 0.21757 0.12241  0.0892 0.07239
 165350 0.21773 0.12243 0.08919 0.07238
 165400 0.21788 0.12246 0.08919 0.07237
 165450 0.21804  0.1225 0.08919 0.07237
 165500 0.21819 0.12253  0.0892 0.07236
 165550 0.21834 0.12255 0.08919 0.07235
 165600 0.21848 0.12257 0.08918 0.07236
 165650 0.21863 0.12257 0.08918 0.07237
 165700 0.21878 0.12257 0.08918 0.07239
 165750 0.21893 0.12257 0.08918 0.07241
 165800 0.21909 0.12256 0.08919 0.07243
 165850 0.21926 0.12255 0.08919 0.07245
 165900 0.21943 0.12254 0.08919 0.07246
 165950  0.2196 0.12253 0.08919 0.07247
 166000 0.21977 0.12252 0.08919 0.07246
 166050 0.21994 0.12252 0.08919 0.07246
 166100  0.2201 0.12252 0.08918 0.07245
 166150 0.22026 0.12251 0.08916 0.07245
 166200 0.22042 0.12251 0.08915 0.07244
 166250 0.22057 0.12251 0.08915 0.07244
 166300  0.2207 0.12252 0.08915 0.07245
 166350 0.22083 0.12251 0.08915 0.07244
 166400 0.22096 0.12251 0.08915 0.07244
 166450 0.22108  0.1225 0.08916 0.07244
 166500 0.22119 0.12249 0.08916 0.07246
 166550  0.2213 0.12247 0.08915 0.07248
 166600  0.2214 0.12246 0.08915  0.0725
 166650 0.22148 0.12244 0.08914 0.07253
 166700 0.22155 0.12243 0.08914 0.07255
 166750  0.2216 0.12242 0.08914 0.07258
 166800 0.22163  0.1224 0.08915 0.07261
 166850 0.22164 0.12237 0.08916 0.07263
 166900 0.22163 0.12235 0.08918 0.07265
 166950 0.22161 0.12233  0.0892 0.07268
 167000 0.22157 0.12231 0.08921 0.07269
 167050 0.22152  0.1223 0.08923  0.0727
 167100 0.22145  0.1223 0.08925 0.07271
 167150 0.22137  0.1223 0.08927 0.07272
 167200 0.22128  0.1223 0.08929 0.07274
 167250 0.22117 0.12231 0.08931 0.07276
 167300 0.22105  0.1223 0.08934 0.07278
 167350 0.22091  0.1223 0.08936 0.07282
 167400 0.22075  0.1223 0.08939 0.07285
 167450 0.22058 0.12229 0.08941 0.07288
 167500  0.2204 0.12229 0.08943 0.07291
 167550 0.22022  0.1223 0.08945 0.07294
 167600 0.22004 0.12231 0.08947 0.07295
 167650 0.21985 0.12233 0.08949 0.07296
 167700 0.21965 0.12234  0.0895 0.07297
 167750 0.21943 0.12236 0.08952 0.07298
 167800 0.21921 0.12238 0.08953 0.07299
 167850 0.21897 0.12239 0.08953 0.07301
 167900 0.21873 0.12239 0.08954 0.07302
 167950 0.21848 0.12239 0.08954 0.07304
 168000 0.21822  0.1224 0.08954 0.07305
 168050 0.21794 0.12241 0.08955 0.07307
 168100 0.21766 0.12243 0.08955 0.07309
 168150 0.21739 0.12244 0.08956  0.0731
 168200 0.21712 0.12245 0.08956 0.07313
 168250 0.21685 0.12246 0.08957 0.07315
 168300 0.21658 0.12247 0.08957 0.07317
 168350  0.2163 0.12247 0.08958 0.07319
 168400  0.216  0.12247 0.08959  0.0732
 168450 0.21568 0.12248 0.08961  0.0732
 168500 0.21535 0.12249 0.08963  0.0732
 168550 0.21501 0.12252 0.08965  0.0732
 168600 0.21467 0.12255 0.08966 0.07319
 168650 0.21434 0.12258 0.08968 0.07318
 168700 0.21399 0.12262 0.08968 0.07318
 168750 0.21364 0.12266 0.08967 0.07318
 168800 0.21328 0.12269 0.08967 0.07319
 168850 0.21291 0.12273 0.08966 0.07319
 168900 0.21253 0.12275 0.08965 0.07319
 168950 0.21217 0.12277 0.08963 0.07319
 169000  0.2118 0.12277 0.08961 0.07318
 169050 0.21144 0.12278  0.0896 0.07318
 169100 0.21108 0.12278 0.08958 0.07319
 169150 0.21073 0.12277 0.08957  0.0732
 169200  0.2104 0.12275 0.08957 0.07321
 169250 0.21008 0.12272 0.08957 0.07322
 169300 0.20977 0.12269 0.08958 0.07323
 169350 0.20947 0.12266 0.08959 0.07324
 169400 0.20917 0.12263 0.08959 0.07324
 169450 0.20886 0.12262 0.08959 0.07323
 169500 0.20857  0.1226 0.08958 0.07322
 169550 0.20829 0.12259 0.08957  0.0732
 169600 0.20802 0.12258 0.08956 0.07318
 169650 0.20777 0.12259 0.08955 0.07317
 169700 0.20753 0.12259 0.08955 0.07316
 169750  0.2073 0.12259 0.08955 0.07316
 169800 0.20709  0.1226 0.08955 0.07316
 169850 0.20689  0.1226 0.08955 0.07316
 169900 0.20669  0.1226 0.08956 0.07317
 169950  0.2065  0.1226 0.08957 0.07319
 170000 0.20633 0.12259 0.08957  0.0732
 170050 0.20616 0.12258 0.08958 0.07323
 170100 0.20601 0.12257 0.08959 0.07326
 170150 0.20587 0.12257  0.0896 0.07329
 170200 0.20575 0.12256  0.0896 0.07332
 170250 0.20564 0.12256 0.08961 0.07336
 170300 0.20554 0.12257 0.08961 0.07339
 170350 0.20545 0.12258 0.08962 0.07342
 170400 0.20537 0.12259 0.08963 0.07346
 170450  0.2053 0.12261 0.08963 0.07348
 170500 0.20524 0.12263 0.08964 0.07351
 170550  0.2052 0.12266 0.08964 0.07353
 170600 0.20518  0.1227 0.08965 0.07355
 170650 0.20516 0.12274 0.08966 0.07356
 170700 0.20514 0.12277 0.08966 0.07357
 170750 0.20513 0.12281 0.08966 0.07358
 170800 0.20511 0.12285 0.08967 0.07359
 170850  0.2051 0.12288 0.08967 0.07361
 170900 0.20509 0.12291 0.08968 0.07363
 170950 0.20509 0.12293 0.08968 0.07364
 171000 0.20509 0.12295 0.08968 0.07365
 171050 0.20511 0.12296 0.08968 0.07367
 171100 0.20512 0.12297 0.08969 0.07369
 171150 0.20513 0.12299  0.0897  0.0737
 171200 0.20515  0.123  0.08971 0.07372
 171250 0.20517 0.12301 0.08972 0.07374
 171300 0.20518 0.12301 0.08974 0.07376
 171350 0.20518 0.12302 0.08974 0.07378
 171400 0.20517 0.12302 0.08974  0.0738
 171450 0.20515 0.12302 0.08975 0.07382
 171500 0.20513 0.12301 0.08975 0.07384
 171550  0.2051 0.12299 0.08976 0.07386
 171600 0.20506 0.12296 0.08977 0.07387
 171650 0.20502 0.12292 0.08978 0.07389
 171700 0.20496 0.12286 0.08979 0.07389
 171750  0.2049  0.1228 0.08978  0.0739
 171800 0.20484 0.12272 0.08978 0.07389
 171850 0.20476 0.12265 0.08978 0.07389
 171900 0.20469 0.12257 0.08979 0.07389
 171950 0.20461 0.12249 0.08981 0.07389
 172000 0.20453 0.12241 0.08983 0.07389
 172050 0.20446 0.12233 0.08984  0.0739
 172100 0.20439 0.12228 0.08986 0.07391
 172150 0.20431 0.12223 0.08988 0.07392
 172200 0.20422 0.12219  0.0899 0.07393
 172250 0.20413 0.12216 0.08991 0.07394
 172300 0.20403 0.12214 0.08992 0.07395
 172350 0.20392 0.12213 0.08993 0.07396
 172400 0.20381 0.12211 0.08995 0.07397
 172450 0.20369 0.12209 0.08996 0.07398
 172500 0.20357 0.12207 0.08997 0.07399
 172550 0.20343 0.12206 0.08998  0.074
 172600 0.20327 0.12205 0.08997  0.074
 172650  0.2031 0.12203 0.08996 0.07399
 172700 0.20291 0.12202 0.08996 0.07398
 172750 0.20271 0.12202 0.08995 0.07397
 172800 0.20251 0.12201 0.08994 0.07396
 172850  0.2023 0.12202 0.08993 0.07396
 172900 0.20209 0.12204 0.08991 0.07395
 172950 0.20187 0.12207 0.08991 0.07395
 173000 0.20165 0.12211 0.08991 0.07395
 173050 0.20142 0.12215 0.08993 0.07395
 173100 0.20118 0.12219 0.08995 0.07395
 173150 0.20093 0.12223 0.08998 0.07396
 173200 0.20068 0.12227   0.09  0.07396
 173250 0.20043 0.12232 0.09002 0.07396
 173300 0.20016 0.12237 0.09005 0.07396
 173350 0.19989 0.12241 0.09007 0.07397
 173400 0.19962 0.12246 0.09009 0.07398
 173450 0.19933  0.1225 0.09012 0.07399
 173500 0.19904 0.12254 0.09013 0.07399
 173550 0.19875 0.12258 0.09015  0.074
 173600 0.19847  0.1226 0.09016 0.07402
 173650 0.19819 0.12263 0.09017 0.07404
 173700 0.19792 0.12265 0.09017 0.07405
 173750 0.19765 0.12267 0.09017 0.07407
 173800 0.19739 0.12269 0.09017 0.07409
 173850 0.19712  0.1227 0.09016 0.07411
 173900 0.19686 0.12272 0.09014 0.07412
 173950 0.19659 0.12272 0.09012 0.07414
 174000 0.19632 0.12273  0.0901 0.07414
 174050 0.19606 0.12273 0.09006 0.07414
 174100 0.19581 0.12273 0.09003 0.07414
 174150 0.19556 0.12274 0.09001 0.07414
 174200 0.19532 0.12275 0.08999 0.07415
 174250 0.19509 0.12277 0.08999 0.07416
 174300 0.19486 0.12277 0.08999 0.07417
 174350 0.19466 0.12278   0.09  0.07419
 174400 0.19447 0.12278 0.09001 0.07421
 174450  0.1943 0.12277 0.09003 0.07423
 174500 0.19415 0.12276 0.09003 0.07425
 174550 0.19401 0.12275 0.09003 0.07427
 174600 0.19389 0.12273 0.09003 0.07429
 174650 0.19378 0.12271 0.09003 0.07432
 174700 0.19369 0.12269 0.09003 0.07434
 174750 0.19362 0.12267 0.09004 0.07436
 174800 0.19357 0.12266 0.09004 0.07438
 174850 0.19353 0.12266 0.09005  0.0744
 174900 0.19351 0.12267 0.09006 0.07442
 174950 0.19351 0.12268 0.09007 0.07443
 175000 0.19351 0.12269 0.09008 0.07444
 175050 0.19352 0.12271 0.09009 0.07444
 175100 0.19354 0.12273  0.0901 0.07445
 175150 0.19358 0.12276 0.09011 0.07447
 175200 0.19363  0.1228 0.09012 0.07449
 175250  0.1937 0.12282 0.09013 0.07451
 175300 0.19379 0.12285 0.09013 0.07454
 175350 0.19391 0.12285 0.09013 0.07456
 175400 0.19404 0.12285 0.09013 0.07458
 175450  0.1942 0.12284 0.09013 0.07461
 175500 0.19436 0.12282 0.09013 0.07464
 175550 0.19455  0.1228 0.09013 0.07467
 175600 0.19474 0.12278 0.09012 0.07469
 175650 0.19495 0.12276 0.09012 0.07471
 175700 0.19516 0.12274 0.09012 0.07472
 175750 0.19538 0.12272 0.09011 0.07474
 175800 0.19561 0.12271 0.09011 0.07475
 175850 0.19585 0.12271 0.09012 0.07475
 175900 0.19609 0.12271 0.09012 0.07476
 175950 0.19633 0.12271 0.09013 0.07476
 176000 0.19657 0.12271 0.09013 0.07478
 176050  0.1968 0.12269 0.09014 0.07479
 176100 0.19703 0.12268 0.09014 0.07481
 176150 0.19725 0.12266 0.09014 0.07482
 176200 0.19747 0.12264 0.09015 0.07484
 176250 0.19769 0.12262 0.09015 0.07485
 176300 0.19792 0.12261 0.09016 0.07486
 176350 0.19815 0.12261 0.09017 0.07488
 176400 0.19838 0.12261 0.09017 0.07489
 176450 0.19862 0.12263 0.09018 0.07489
 176500 0.19886 0.12264 0.09017  0.0749
 176550  0.1991 0.12264 0.09017 0.07491
 176600 0.19934 0.12265 0.09017 0.07492
 176650 0.19958 0.12266 0.09017 0.07493
 176700 0.19983 0.12268 0.09018 0.07495
 176750 0.20007  0.1227 0.09019 0.07496
 176800 0.20031 0.12274  0.0902 0.07497
 176850 0.20055 0.12279  0.0902 0.07498
 176900 0.20078 0.12284 0.09019 0.07499
 176950 0.20101 0.12289 0.09017  0.075
 177000 0.20122 0.12294 0.09015 0.07501
 177050 0.20142  0.123  0.09013 0.07501
 177100 0.20161 0.12305 0.09012 0.07502
 177150 0.20179 0.12309 0.09012 0.07503
 177200 0.20196 0.12312 0.09013 0.07504
 177250 0.20213 0.12314 0.09015 0.07505
 177300  0.2023 0.12315 0.09017 0.07507
 177350 0.20246 0.12315 0.09019 0.07507
 177400 0.20261 0.12316  0.0902 0.07508
 177450 0.20276 0.12315 0.09021 0.07508
 177500 0.20291 0.12315 0.09021 0.07508
 177550 0.20306 0.12314 0.09021 0.07508
 177600 0.20319 0.12314 0.09021 0.07508
 177650 0.20333 0.12313  0.0902 0.07508
 177700 0.20345 0.12312  0.0902 0.07509
 177750 0.20356 0.12312  0.0902  0.0751
 177800 0.20368 0.12312 0.09019 0.07511
 177850 0.20378 0.12312 0.09019 0.07512
 177900 0.20389 0.12313 0.09021 0.07514
 177950 0.20398 0.12313 0.09023 0.07514
 178000 0.20407 0.12314 0.09026 0.07515
 178050 0.20413 0.12316 0.09028 0.07516
 178100 0.20419 0.12319 0.09029 0.07516
 178150 0.20422 0.12324  0.0903 0.07516
 178200 0.20424 0.12328  0.0903 0.07516
 178250 0.20426 0.12332 0.09029 0.07516
 178300 0.20427 0.12335 0.09028 0.07516
 178350 0.20429 0.12339 0.09026 0.07517
 178400  0.2043 0.12342 0.09025 0.07518
 178450  0.2043 0.12345 0.09023 0.07521
 178500 0.20429 0.12348  0.0902 0.07523
 178550 0.20428 0.12351 0.09019 0.07526
 178600 0.20428 0.12353 0.09018  0.0753
 178650 0.20428 0.12355 0.09017 0.07535
 178700 0.20429 0.12357 0.09017 0.07539
 178750 0.20429 0.12358 0.09017 0.07543
 178800 0.20429  0.1236 0.09018 0.07547
 178850 0.20427 0.12361 0.09018  0.0755
 178900 0.20424 0.12364  0.0902 0.07553
 178950  0.2042 0.12367 0.09021 0.07554
 179000 0.20417  0.1237 0.09022 0.07556
 179050 0.20414 0.12373 0.09023 0.07557
 179100 0.20411 0.12377 0.09024 0.07558
 179150 0.20408 0.12381 0.09024 0.07559
 179200 0.20407 0.12385 0.09025 0.07559
 179250 0.20405 0.12389 0.09025  0.0756
 179300 0.20402 0.12394 0.09025  0.0756
 179350  0.204  0.12399 0.09026 0.07561
 179400 0.20398 0.12404 0.09026 0.07562
 179450 0.20396 0.12408 0.09026 0.07562
 179500 0.20394 0.12413 0.09027 0.07563
 179550 0.20393 0.12416 0.09026 0.07564
 179600 0.20392  0.1242 0.09025 0.07565
 179650 0.20392 0.12424 0.09024 0.07566
 179700 0.20392 0.12428 0.09023 0.07567
 179750 0.20394 0.12431 0.09023 0.07569
 179800 0.20396 0.12435 0.09023 0.07571
 179850 0.20398 0.12438 0.09023 0.07574
 179900 0.20402  0.1244 0.09023 0.07576
 179950 0.20406 0.12441 0.09024 0.07579
 180000 0.20411 0.12442 0.09025 0.07581
 180050 0.20418 0.12442 0.09026 0.07582
 180100 0.20426 0.12442 0.09027 0.07583
 180150 0.20436 0.12442 0.09027 0.07584
 180200 0.20447 0.12442 0.09027 0.07585
 180250 0.20459 0.12441 0.09027 0.07587
 180300 0.20472 0.12441 0.09027 0.07588
 180350 0.20484 0.12439 0.09028 0.07588
 180400 0.20498 0.12437 0.09028 0.07588
 180450 0.20511 0.12435 0.09028 0.07588
 180500 0.20526 0.12433 0.09027 0.07589
 180550 0.20541 0.12431 0.09026  0.0759
 180600 0.20557 0.12429 0.09024 0.07593
 180650 0.20574 0.12426 0.09023 0.07595
 180700 0.20594 0.12423 0.09023 0.07598
 180750 0.20614  0.1242 0.09023 0.07601
 180800 0.20635 0.12417 0.09023 0.07603
 180850 0.20657 0.12413 0.09024 0.07604
 180900 0.20678  0.1241 0.09024 0.07605
 180950 0.20701 0.12408 0.09024 0.07606
 181000 0.20724 0.12407 0.09024 0.07607
 181050 0.20747 0.12405 0.09024 0.07607
 181100 0.20771 0.12404 0.09024 0.07607
 181150 0.20794 0.12402 0.09024 0.07607
 181200 0.20818  0.124  0.09022 0.07607
 181250 0.20841 0.12399 0.09021 0.07607
 181300 0.20864 0.12397 0.09019 0.07608
 181350 0.20886 0.12396 0.09017 0.07608
 181400 0.20908 0.12395 0.09016 0.07608
 181450 0.20929 0.12394 0.09016 0.07608
 181500 0.20949 0.12392 0.09015 0.07608
 181550 0.20968  0.1239 0.09015 0.07608
 181600 0.20987 0.12388 0.09015 0.07609
 181650 0.21004 0.12387 0.09015  0.0761
 181700 0.21021 0.12386 0.09014 0.07611
 181750 0.21037 0.12386 0.09014 0.07612
 181800 0.21053 0.12385 0.09015 0.07612
 181850 0.21069 0.12385 0.09015 0.07613
 181900 0.21084 0.12386 0.09016 0.07614
 181950 0.21099 0.12387 0.09016 0.07616
 182000 0.21113 0.12388 0.09015 0.07618
 182050 0.21128  0.1239 0.09015 0.07619
 182100 0.21142 0.12391 0.09014 0.07621
 182150 0.21155 0.12392 0.09014 0.07624
 182200 0.21167 0.12391 0.09014 0.07626
 182250 0.21177  0.1239 0.09014 0.07628
 182300 0.21186 0.12389 0.09015  0.0763
 182350 0.21194 0.12388 0.09015 0.07632
 182400 0.21202 0.12388 0.09015 0.07632
 182450 0.21209 0.12387 0.09014 0.07633
 182500 0.21217 0.12387 0.09013 0.07634
 182550 0.21224 0.12387 0.09012 0.07634
 182600  0.2123 0.12388 0.09011 0.07634
 182650 0.21236 0.12389  0.0901 0.07633
 182700  0.2124  0.1239 0.09009 0.07632
 182750 0.21243  0.1239 0.09009 0.07631
 182800 0.21246  0.1239 0.09008 0.07629
 182850 0.21247 0.12391 0.09007 0.07627
 182900 0.21246 0.12391 0.09006 0.07626
 182950 0.21245 0.12391 0.09006 0.07626
 183000 0.21243 0.12391 0.09005 0.07626
 183050 0.21239 0.12391 0.09005 0.07626
 183100 0.21235 0.12392 0.09006 0.07625
 183150  0.2123 0.12394 0.09007 0.07625
 183200 0.21225 0.12397 0.09008 0.07624
 183250  0.2122  0.124  0.09009 0.07624
 183300 0.21216 0.12404 0.09009 0.07624
 183350 0.21212 0.12406  0.0901 0.07625
 183400 0.21208 0.12407 0.09011 0.07627
 183450 0.21204 0.12408 0.09012 0.07628
 183500  0.212  0.12408 0.09013 0.07629
 183550 0.21195 0.12408 0.09014  0.0763
 183600  0.2119 0.12407 0.09015 0.07632
 183650 0.21185 0.12406 0.09016 0.07634
 183700 0.21181 0.12405 0.09017 0.07636
 183750 0.21176 0.12404 0.09016 0.07639
 183800 0.21173 0.12402 0.09016 0.07641
 183850  0.2117  0.124  0.09015 0.07644
 183900 0.21167 0.12398 0.09015 0.07646
 183950 0.21164 0.12397 0.09016 0.07649
 184000 0.21161 0.12396 0.09017 0.07651
 184050  0.2116 0.12395  0.0902 0.07654
 184100 0.21158 0.12395 0.09022 0.07656
 184150 0.21157 0.12396 0.09023 0.07659
 184200 0.21156 0.12397 0.09023 0.07662
 184250 0.21155 0.12398 0.09023 0.07664
 184300 0.21155  0.124  0.09022 0.07667
 184350 0.21156 0.12403 0.09021 0.07669
 184400 0.21157 0.12406  0.0902 0.07672
 184450  0.2116 0.12409 0.09019 0.07674
 184500 0.21165 0.12412 0.09018 0.07677
 184550 0.21173 0.12415 0.09017 0.07679
 184600 0.21184 0.12417 0.09016 0.07681
 184650 0.21198  0.1242 0.09016 0.07684
 184700 0.21214 0.12423 0.09015 0.07686
 184750 0.21232 0.12427 0.09014 0.07687
 184800 0.21253 0.12431 0.09013 0.07688
 184850 0.21274 0.12435 0.09013 0.07689
 184900 0.21295 0.12439 0.09012 0.07689
 184950 0.21317 0.12442 0.09011  0.0769
 185000  0.2134 0.12444  0.0901  0.0769
 185050 0.21363 0.12445 0.09009  0.0769
 185100 0.21387 0.12445 0.09008 0.07691
 185150 0.21413 0.12445 0.09007 0.07691
 185200 0.21439 0.12444 0.09005 0.07691
 185250 0.21466 0.12442 0.09005 0.07691
 185300 0.21494  0.1244 0.09004 0.07692
 185350 0.21523 0.12438 0.09005 0.07692
 185400 0.21552 0.12436 0.09006 0.07693
 185450 0.21581 0.12434 0.09008 0.07693
 185500 0.21612 0.12433  0.0901 0.07694
 185550 0.21642 0.12431 0.09011 0.07694
 185600 0.21674 0.12429 0.09013 0.07694
 185650 0.21706 0.12426 0.09015 0.07695
 185700 0.21738 0.12423 0.09017 0.07696
 185750  0.2177 0.12421 0.09019 0.07697
 185800 0.21802 0.12418 0.09021 0.07698
 185850 0.21834 0.12416 0.09023 0.07699
 185900 0.21867 0.12413 0.09026 0.07701
 185950  0.219  0.12412 0.09027 0.07701
 186000 0.21932 0.12411 0.09028 0.07702
 186050 0.21965  0.1241 0.09028 0.07703
 186100 0.21997  0.1241 0.09028 0.07705
 186150 0.22029 0.12409 0.09028 0.07706
 186200 0.22059 0.12409 0.09028 0.07707
 186250 0.22089 0.12409 0.09028 0.07708
 186300 0.22119 0.12409 0.09028 0.07709
 186350 0.22148 0.12408 0.09028 0.07709
 186400 0.22176 0.12407 0.09028 0.07709
 186450 0.22205 0.12405 0.09029 0.07709
 186500 0.22234 0.12404 0.09029 0.07708
 186550 0.22263 0.12403 0.09029 0.07708
 186600 0.22291 0.12402 0.09028 0.07708
 186650 0.22319 0.12401 0.09028 0.07708
 186700 0.22345  0.124  0.09027 0.07708
 186750  0.2237 0.12399 0.09026 0.07708
 186800 0.22393 0.12399 0.09024 0.07709
 186850 0.22414 0.12399 0.09022 0.07709
 186900 0.22433 0.12399 0.09021 0.07709
 186950 0.22451 0.12399 0.09021  0.0771
 187000 0.22467  0.124  0.09021 0.07712
 187050 0.22482 0.12399  0.0902 0.07714
 187100 0.22495 0.12399  0.0902 0.07716
 187150 0.22508 0.12398 0.09019 0.07718
 187200  0.2252 0.12396 0.09018 0.07718
 187250 0.22532 0.12394 0.09017 0.07718
 187300 0.22544 0.12392 0.09014 0.07718
 187350 0.22556 0.12391 0.09012 0.07716
 187400 0.22567  0.1239  0.0901 0.07715
 187450 0.22578  0.1239 0.09008 0.07714
 187500 0.22589  0.1239 0.09008 0.07713
 187550 0.22598 0.12391 0.09008 0.07712
 187600 0.22606 0.12391 0.09008 0.07713
 187650 0.22614 0.12392 0.09009 0.07714
 187700 0.22621 0.12394 0.09011 0.07714
 187750 0.22627 0.12396 0.09012 0.07715
 187800 0.22632 0.12397 0.09012 0.07715
 187850 0.22636 0.12398 0.09012 0.07715
 187900 0.22639 0.12398 0.09011 0.07715
 187950 0.22642 0.12399 0.09011 0.07714
 188000 0.22643 0.12399  0.0901 0.07714
 188050 0.22643  0.124  0.09011 0.07714
 188100 0.22641 0.12401 0.09011 0.07714
 188150  0.2264 0.12402 0.09012 0.07714
 188200 0.22638 0.12403 0.09014 0.07714
 188250 0.22636 0.12405 0.09016 0.07714
 188300 0.22634 0.12407 0.09018 0.07715
 188350 0.22631 0.12408  0.0902 0.07715
 188400 0.22627  0.1241 0.09021 0.07715
 188450 0.22622 0.12412 0.09022 0.07716
 188500 0.22617 0.12414 0.09023 0.07717
 188550 0.22609 0.12415 0.09024 0.07718
 188600 0.22601 0.12416 0.09024  0.0772
 188650 0.22591 0.12417 0.09024 0.07721
 188700  0.2258 0.12419 0.09024 0.07722
 188750 0.22568 0.12421 0.09024 0.07723
 188800 0.22553 0.12421 0.09024 0.07724
 188850 0.22537 0.12422 0.09024 0.07725
 188900 0.22519 0.12422 0.09024 0.07726
 188950  0.225  0.12422 0.09024 0.07726
 189000 0.22479 0.12422 0.09024 0.07727
 189050 0.22457 0.12422 0.09023 0.07728
 189100 0.22434 0.12422 0.09023  0.0773
 189150 0.22411 0.12422 0.09022 0.07731
