   fs      Gr     GO-O   GO-OH  GO-COOH
 28950  0.14426 0.10187 0.07383 0.05708
 29000   0.1443 0.10189 0.07385 0.05709
 29050  0.14434 0.10191 0.07386  0.0571
 29100  0.14439 0.10194 0.07388 0.05711
 29150  0.14443 0.10196  0.0739 0.05711
 29200  0.14447 0.10198 0.07392 0.05712
 29250  0.14451 0.10201 0.07394 0.05713
 29300  0.14455 0.10203 0.07395 0.05714
 29350  0.14459 0.10205 0.07397 0.05714
 29400  0.14463 0.10208 0.07399 0.05715
 29450  0.14467  0.1021 0.07401 0.05716
 29500  0.14472 0.10212 0.07403 0.05717
 29550  0.14476 0.10215 0.07404 0.05717
 29600   0.1448 0.10217 0.07406 0.05718
 29650  0.14484 0.10219 0.07408 0.05719
 29700  0.14488 0.10222  0.0741  0.0572
 29750  0.14492 0.10224 0.07411  0.0572
 29800  0.14496 0.10226 0.07413 0.05721
 29850   0.145  0.10229 0.07415 0.05722
 29900  0.14504 0.10231 0.07417 0.05723
 29950  0.14508 0.10233 0.07418 0.05724
 30000  0.14512 0.10236  0.0742 0.05724
 30050  0.14516 0.10238 0.07422 0.05725
 30100   0.1452  0.1024 0.07424 0.05726
 30150  0.14524 0.10243 0.07425 0.05727
 30200  0.14528 0.10245 0.07427 0.05727
 30250  0.14532 0.10247 0.07429 0.05728
 30300  0.14536  0.1025  0.0743 0.05729
 30350   0.1454 0.10252 0.07432  0.0573
 30400  0.14544 0.10254 0.07434  0.0573
 30450  0.14548 0.10257 0.07436 0.05731
 30500  0.14552 0.10259 0.07437 0.05732
 30550  0.14556 0.10261 0.07439 0.05733
 30600   0.1456 0.10264 0.07441 0.05733
 30650  0.14564 0.10266 0.07442 0.05734
 30700  0.14567 0.10268 0.07444 0.05735
 30750  0.14571 0.10271 0.07446 0.05736
 30800  0.14575 0.10273 0.07447 0.05736
 30850  0.14579 0.10275 0.07449 0.05737
 30900  0.14583 0.10278 0.07451 0.05738
 30950  0.14587  0.1028 0.07452 0.05739
 31000  0.14591 0.10282 0.07454 0.05739
 31050  0.14594 0.10285 0.07456  0.0574
 31100  0.14598 0.10287 0.07457 0.05741
 31150  0.14602 0.10289 0.07459 0.05742
 31200  0.14606 0.10292 0.07461 0.05742
 31250   0.1461 0.10294 0.07462 0.05743
 31300  0.14614 0.10296 0.07464 0.05744
 31350  0.14617 0.10299 0.07465 0.05745
 31400  0.14621 0.10301 0.07467 0.05745
 31450  0.14625 0.10303 0.07469 0.05746
 31500  0.14629 0.10306  0.0747 0.05747
 31550  0.14632 0.10308 0.07472 0.05748
 31600  0.14636  0.1031 0.07474 0.05748
 31650   0.1464 0.10313 0.07475 0.05749
 31700  0.14644 0.10315 0.07477  0.0575
 31750  0.14647 0.10317 0.07478 0.05751
 31800  0.14651  0.1032  0.0748 0.05751
 31850  0.14655 0.10322 0.07481 0.05752
 31900  0.14658 0.10324 0.07483 0.05753
 31950  0.14662 0.10327 0.07485 0.05754
 32000  0.14666 0.10329 0.07486 0.05754
 32050   0.1467 0.10331 0.07488 0.05755
 32100  0.14673 0.10334 0.07489 0.05756
 32150  0.14677 0.10336 0.07491 0.05757
 32200  0.14681 0.10338 0.07492 0.05757
 32250  0.14684 0.10341 0.07494 0.05758
 32300  0.14688 0.10343 0.07495 0.05759
 32350  0.14691 0.10345 0.07497  0.0576
 32400  0.14695 0.10348 0.07499  0.0576
 32450  0.14699  0.1035  0.075  0.05761
 32500  0.14702 0.10352 0.07502 0.05762
 32550  0.14706 0.10355 0.07503 0.05762
 32600  0.14709 0.10357 0.07505 0.05763
 32650  0.14713 0.10359 0.07506 0.05764
 32700  0.14717 0.10362 0.07508 0.05765
 32750   0.1472 0.10364 0.07509 0.05765
 32800  0.14724 0.10366 0.07511 0.05766
 32850  0.14727 0.10369 0.07512 0.05767
 32900  0.14731 0.10371 0.07514 0.05768
 32950  0.14734 0.10373 0.07515 0.05768
 33000  0.14738 0.10376 0.07517 0.05769
 33050  0.14741 0.10378 0.07518  0.0577
 33100  0.14745  0.1038  0.0752 0.05771
 33150  0.14748 0.10383 0.07521 0.05771
 33200  0.14752 0.10385 0.07522 0.05772
 33250  0.14755 0.10387 0.07524 0.05773
 33300  0.14759  0.1039 0.07525 0.05773
 33350  0.14762 0.10392 0.07527 0.05774
 33400  0.14766 0.10394 0.07528 0.05775
 33450  0.14769 0.10397  0.0753 0.05776
 33500  0.14772 0.10399 0.07531 0.05776
 33550  0.14776 0.10401 0.07533 0.05777
 33600  0.14779 0.10404 0.07534 0.05778
 33650  0.14783 0.10406 0.07535 0.05778
 33700  0.14786 0.10408 0.07537 0.05779
 33750  0.14789 0.10411 0.07538  0.0578
 33800  0.14793 0.10413  0.0754 0.05781
 33850  0.14796 0.10415 0.07541 0.05781
 33900   0.148  0.10418 0.07543 0.05782
 33950  0.14803  0.1042 0.07544 0.05783
 34000  0.14806 0.10422 0.07545 0.05784
 34050   0.1481 0.10425 0.07547 0.05784
 34100  0.14813 0.10427 0.07548 0.05785
 34150  0.14816 0.10429 0.07549 0.05786
 34200   0.1482 0.10432 0.07551 0.05786
 34250  0.14823 0.10434 0.07552 0.05787
 34300  0.14826 0.10436 0.07554 0.05788
 34350   0.1483 0.10439 0.07555 0.05789
 34400  0.14833 0.10441 0.07556 0.05789
 34450  0.14836 0.10443 0.07558  0.0579
 34500  0.14839 0.10446 0.07559 0.05791
 34550  0.14843 0.10448  0.0756 0.05791
 34600  0.14846  0.1045 0.07562 0.05792
 34650  0.14849 0.10453 0.07563 0.05793
 34700  0.14852 0.10455 0.07564 0.05794
 34750  0.14856 0.10457 0.07566 0.05794
 34800  0.14859  0.1046 0.07567 0.05795
 34850  0.14862 0.10462 0.07568 0.05796
 34900  0.14865 0.10464  0.0757 0.05796
 34950  0.14868 0.10467 0.07571 0.05797
 35000  0.14872 0.10469 0.07572 0.05798
 35050  0.14875 0.10471 0.07574 0.05799
 35100  0.14878 0.10474 0.07575 0.05799
 35150  0.14881 0.10476 0.07576  0.058
 35200  0.14884 0.10478 0.07578 0.05801
 35250  0.14887  0.1048 0.07579 0.05801
 35300   0.1489 0.10483  0.0758 0.05802
 35350  0.14894 0.10485 0.07581 0.05803
 35400  0.14897 0.10487 0.07583 0.05803
 35450   0.149   0.1049 0.07584 0.05804
 35500  0.14903 0.10492 0.07585 0.05805
 35550  0.14906 0.10494 0.07586 0.05806
 35600  0.14909 0.10497 0.07588 0.05806
 35650  0.14912 0.10499 0.07589 0.05807
 35700  0.14915 0.10501  0.0759 0.05808
 35750  0.14918 0.10504 0.07591 0.05808
 35800  0.14921 0.10506 0.07593 0.05809
 35850  0.14924 0.10508 0.07594  0.0581
 35900  0.14927 0.10511 0.07595  0.0581
 35950   0.1493 0.10513 0.07596 0.05811
 36000  0.14933 0.10515 0.07598 0.05812
 36050  0.14936 0.10518 0.07599 0.05813
 36100  0.14939  0.1052  0.076  0.05813
 36150  0.14942 0.10522 0.07601 0.05814
 36200  0.14945 0.10525 0.07602 0.05815
 36250  0.14948 0.10527 0.07604 0.05815
 36300  0.14951 0.10529 0.07605 0.05816
 36350  0.14954 0.10532 0.07606 0.05817
 36400  0.14957 0.10534 0.07607 0.05817
 36450   0.1496 0.10536 0.07608 0.05818
 36500  0.14963 0.10539  0.0761 0.05819
 36550  0.14966 0.10541 0.07611  0.0582
 36600  0.14969 0.10543 0.07612  0.0582
 36650  0.14972 0.10545 0.07613 0.05821
 36700  0.14975 0.10548 0.07614 0.05822
 36750  0.14978  0.1055 0.07615 0.05822
 36800  0.14981 0.10552 0.07617 0.05823
 36850  0.14983 0.10555 0.07618 0.05824
 36900  0.14986 0.10557 0.07619 0.05824
 36950  0.14989 0.10559  0.0762 0.05825
 37000  0.14992 0.10562 0.07621 0.05826
 37050  0.14995 0.10564 0.07622 0.05826
 37100  0.14998 0.10566 0.07623 0.05827
 37150    0.15  0.10569 0.07625 0.05828
 37200  0.15003 0.10571 0.07626 0.05828
 37250  0.15006 0.10573 0.07627 0.05829
 37300  0.15009 0.10576 0.07628  0.0583
 37350  0.15012 0.10578 0.07629 0.05831
 37400  0.15014  0.1058  0.0763 0.05831
 37450  0.15017 0.10583 0.07631 0.05832
 37500   0.1502 0.10585 0.07632 0.05833
 37550  0.15017  0.1058 0.07628 0.05828
 37600  0.15017 0.10578 0.07626 0.05826
 37650  0.15018 0.10577 0.07625 0.05825
 37700  0.15021 0.10577 0.07625 0.05825
 37750  0.15024 0.10579 0.07625 0.05825
 37800  0.15028  0.1058 0.07626 0.05826
 37850  0.15034 0.10581 0.07626 0.05826
 37900  0.15041 0.10583 0.07626 0.05826
 37950  0.15049 0.10585 0.07627 0.05827
 38000  0.15058 0.10587 0.07627 0.05827
 38050  0.15067 0.10589 0.07628 0.05828
 38100  0.15077 0.10591 0.07628 0.05828
 38150  0.15087 0.10593 0.07628  0.0583
 38200  0.15097 0.10595 0.07629 0.05832
 38250  0.15108 0.10597  0.0763 0.05834
 38300  0.15119 0.10599 0.07632 0.05837
 38350  0.15129 0.10602 0.07634 0.05839
 38400  0.15139 0.10603 0.07635 0.05842
 38450  0.15149 0.10604 0.07637 0.05844
 38500  0.15159 0.10605 0.07639 0.05846
 38550  0.15169 0.10605  0.0764 0.05848
 38600  0.15179 0.10604 0.07642  0.0585
 38650  0.15189 0.10603 0.07644 0.05852
 38700  0.15201 0.10602 0.07646 0.05855
 38750  0.15213 0.10601 0.07649 0.05857
 38800  0.15226 0.10601 0.07652 0.05859
 38850  0.15239 0.10601 0.07654 0.05861
 38900  0.15252 0.10601 0.07656 0.05863
 38950  0.15266  0.106  0.07657 0.05865
 39000  0.15279 0.10599 0.07658 0.05866
 39050  0.15293 0.10599 0.07659 0.05867
 39100  0.15307 0.10598 0.07659 0.05868
 39150  0.15322 0.10597  0.0766 0.05868
 39200  0.15337 0.10596  0.0766 0.05868
 39250  0.15353 0.10595 0.07661 0.05867
 39300  0.15369 0.10594 0.07662 0.05866
 39350  0.15385 0.10592 0.07663 0.05866
 39400  0.15401  0.1059 0.07664 0.05866
 39450  0.15417 0.10587 0.07665 0.05866
 39500  0.15432 0.10585 0.07665 0.05866
 39550  0.15446 0.10582 0.07664 0.05867
 39600  0.15459  0.1058 0.07663 0.05868
 39650  0.15471 0.10579 0.07663 0.05869
 39700  0.15482 0.10578 0.07662 0.05869
 39750  0.15492 0.10578 0.07662  0.0587
 39800  0.15501 0.10578 0.07662  0.0587
 39850  0.15509 0.10578 0.07662 0.05871
 39900  0.15515  0.1058 0.07663 0.05871
 39950   0.1552 0.10582 0.07663 0.05871
 40000  0.15524 0.10583 0.07664 0.05871
 40050  0.15527 0.10584 0.07664 0.05872
 40100  0.15529 0.10585 0.07664 0.05872
 40150  0.15531 0.10586 0.07664 0.05872
 40200  0.15531 0.10588 0.07665 0.05872
 40250  0.15531  0.1059 0.07665 0.05872
 40300  0.15529 0.10593 0.07664 0.05872
 40350  0.15525 0.10595 0.07664 0.05873
 40400  0.15522 0.10598 0.07664 0.05874
 40450  0.15517 0.10601 0.07664 0.05875
 40500  0.15512 0.10605 0.07663 0.05876
 40550  0.15507  0.1061 0.07662 0.05877
 40600  0.15503 0.10614 0.07662 0.05879
 40650  0.15498 0.10619 0.07661  0.0588
 40700  0.15494 0.10624 0.07661 0.05882
 40750  0.15491 0.10628  0.0766 0.05882
 40800  0.15489 0.10632 0.07661 0.05883
 40850  0.15486 0.10636 0.07661 0.05883
 40900  0.15483  0.1064 0.07662 0.05883
 40950  0.15481 0.10643 0.07663 0.05883
 41000   0.1548 0.10646 0.07665 0.05883
 41050  0.15479 0.10649 0.07666 0.05882
 41100  0.15478 0.10652 0.07668 0.05882
 41150  0.15477 0.10656  0.0767 0.05881
 41200  0.15476 0.10658 0.07673  0.0588
 41250  0.15476  0.1066 0.07674  0.0588
 41300  0.15475 0.10662 0.07676 0.05879
 41350  0.15474 0.10664 0.07677 0.05879
 41400  0.15474 0.10665 0.07678 0.05879
 41450  0.15474 0.10667 0.07678 0.05879
 41500  0.15474 0.10669 0.07678  0.0588
 41550  0.15475 0.10671 0.07678  0.0588
 41600  0.15477 0.10673 0.07678 0.05879
 41650  0.15479 0.10674 0.07678 0.05879
 41700  0.15483 0.10674 0.07678 0.05878
 41750  0.15487 0.10674 0.07677 0.05877
 41800  0.15492 0.10674 0.07676 0.05877
 41850  0.15497 0.10674 0.07675 0.05876
 41900  0.15503 0.10673 0.07675 0.05876
 41950  0.15509 0.10672 0.07675 0.05876
 42000  0.15514  0.1067 0.07675 0.05876
 42050  0.15518 0.10668 0.07675 0.05877
 42100  0.15521 0.10665 0.07676 0.05878
 42150  0.15523 0.10663 0.07677 0.05878
 42200  0.15524  0.1066 0.07677 0.05878
 42250  0.15526 0.10659 0.07678 0.05878
 42300  0.15527 0.10657 0.07677 0.05878
 42350  0.15529 0.10655 0.07677 0.05877
 42400  0.15531 0.10653 0.07678 0.05878
 42450  0.15534 0.10652 0.07679 0.05879
 42500  0.15538 0.10652 0.07681 0.05881
 42550  0.15543  0.1065 0.07682 0.05882
 42600  0.15547 0.10649 0.07683 0.05883
 42650  0.15552 0.10648 0.07683 0.05884
 42700  0.15558 0.10646 0.07683 0.05885
 42750  0.15563 0.10644 0.07683 0.05885
 42800  0.15568 0.10643 0.07683 0.05885
 42850  0.15573 0.10644 0.07683 0.05885
 42900  0.15579 0.10645 0.07683 0.05884
 42950  0.15584 0.10647 0.07683 0.05884
 43000  0.15589 0.10649 0.07682 0.05884
 43050  0.15595 0.10652 0.07682 0.05884
 43100   0.156  0.10656 0.07682 0.05885
 43150  0.15605 0.10661 0.07682 0.05886
 43200   0.1561 0.10666 0.07682 0.05887
 43250  0.15615 0.10671 0.07683 0.05887
 43300   0.1562 0.10676 0.07683 0.05888
 43350  0.15626  0.1068 0.07684 0.05888
 43400  0.15632 0.10684 0.07685 0.05888
 43450   0.1564 0.10689 0.07687 0.05888
 43500  0.15649 0.10693 0.07688 0.05889
 43550  0.15658 0.10697 0.07689 0.05889
 43600  0.15668  0.107   0.0769 0.05889
 43650  0.15678 0.10703 0.07691 0.05891
 43700  0.15688 0.10705 0.07692 0.05892
 43750  0.15699 0.10707 0.07692 0.05893
 43800   0.1571 0.10709 0.07693 0.05895
 43850  0.15722 0.10711 0.07693 0.05895
 43900  0.15733 0.10713 0.07693 0.05895
 43950  0.15745 0.10714 0.07693 0.05896
 44000  0.15756 0.10715 0.07693 0.05897
 44050  0.15767 0.10716 0.07694 0.05898
 44100  0.15777 0.10718 0.07696 0.05899
 44150  0.15788 0.10719 0.07697 0.05899
 44200  0.15799  0.1072 0.07699  0.059
 44250   0.1581  0.1072  0.077   0.059
 44300   0.1582  0.1072  0.077  0.05901
 44350  0.15831 0.10719 0.07699 0.05901
 44400   0.1584 0.10719 0.07699 0.05901
 44450   0.1585 0.10718 0.07698 0.05901
 44500  0.15859 0.10717 0.07697 0.05901
 44550  0.15868 0.10717 0.07696 0.05901
 44600  0.15876 0.10718 0.07695  0.059
 44650  0.15884 0.10718 0.07693 0.05899
 44700  0.15891 0.10719 0.07691 0.05898
 44750  0.15897 0.10719 0.07689 0.05897
 44800  0.15904  0.1072 0.07686 0.05895
 44850  0.15911 0.10721 0.07684 0.05894
 44900  0.15917 0.10722 0.07682 0.05893
 44950  0.15923 0.10723 0.07681 0.05892
 45000  0.15928 0.10725 0.07681 0.05891
 45050  0.15932 0.10726  0.0768 0.05891
 45100  0.15936 0.10727 0.07679  0.0589
 45150  0.15938 0.10728 0.07677  0.0589
 45200  0.15939 0.10729 0.07675  0.0589
 45250   0.1594 0.10729 0.07673  0.0589
 45300   0.1594  0.1073 0.07671  0.0589
 45350   0.1594  0.1073  0.0767  0.0589
 45400  0.15939 0.10731  0.0767  0.0589
 45450  0.15938 0.10732 0.07669  0.0589
 45500  0.15936 0.10734 0.07669 0.05891
 45550  0.15934 0.10735 0.07668 0.05892
 45600  0.15931 0.10737 0.07668 0.05893
 45650  0.15929 0.10737 0.07668 0.05894
 45700  0.15926 0.10737 0.07667 0.05895
 45750  0.15922 0.10736 0.07667 0.05895
 45800  0.15919 0.10735 0.07666 0.05895
 45850  0.15915 0.10733 0.07665 0.05894
 45900  0.15912 0.10731 0.07664 0.05894
 45950  0.15908 0.10729 0.07663 0.05893
 46000  0.15904 0.10726 0.07662 0.05892
 46050   0.159  0.10723 0.07662 0.05892
 46100  0.15895 0.10719 0.07661 0.05891
 46150   0.1589 0.10716  0.0766  0.0589
 46200  0.15885 0.10713 0.07659  0.0589
 46250   0.1588 0.10711 0.07659  0.0589
 46300  0.15875 0.10708 0.07659  0.0589
 46350   0.1587 0.10706 0.07659  0.0589
 46400  0.15865 0.10704 0.07659  0.0589
 46450  0.15861 0.10702 0.07658  0.0589
 46500  0.15856  0.107  0.07657  0.0589
 46550  0.15852 0.10699 0.07657  0.0589
 46600  0.15848 0.10698 0.07656 0.05891
 46650  0.15842 0.10698 0.07656 0.05892
 46700  0.15837 0.10697 0.07655 0.05892
 46750  0.15833 0.10696 0.07655 0.05892
 46800  0.15828 0.10696 0.07654 0.05891
 46850  0.15823 0.10696 0.07654 0.05892
 46900   0.1582 0.10697 0.07653 0.05892
 46950  0.15817 0.10698 0.07653 0.05892
 47000  0.15813  0.107  0.07652 0.05892
 47050   0.1581 0.10702 0.07652 0.05892
 47100  0.15807 0.10704 0.07651 0.05893
 47150  0.15805 0.10708 0.07649 0.05893
 47200  0.15803 0.10712 0.07648 0.05893
 47250  0.15802 0.10718 0.07647 0.05893
 47300  0.15801 0.10722 0.07646 0.05893
 47350  0.15801 0.10726 0.07645 0.05893
 47400   0.158  0.10729 0.07645 0.05893
 47450   0.158  0.10732 0.07644 0.05892
 47500  0.15801 0.10736 0.07644 0.05892
 47550  0.15802 0.10739 0.07643 0.05891
 47600  0.15802 0.10743 0.07643 0.05891
 47650  0.15803 0.10748 0.07643 0.05891
 47700  0.15803 0.10752 0.07643  0.0589
 47750  0.15804 0.10756 0.07641  0.0589
 47800  0.15806 0.10759 0.07639  0.0589
 47850  0.15807 0.10762 0.07637 0.05891
 47900  0.15809 0.10764 0.07635 0.05892
 47950  0.15811 0.10765 0.07634 0.05893
 48000  0.15814 0.10766 0.07633 0.05894
 48050  0.15817 0.10767 0.07632 0.05894
 48100  0.15819 0.10768 0.07631 0.05894
 48150  0.15822 0.10769  0.0763 0.05894
 48200  0.15824 0.10769  0.0763 0.05894
 48250  0.15827 0.10769 0.07629 0.05894
 48300  0.15829 0.10768 0.07627 0.05894
 48350  0.15832 0.10767 0.07627 0.05895
 48400  0.15835 0.10767 0.07626 0.05896
 48450  0.15837 0.10766 0.07626 0.05898
 48500  0.15839 0.10763 0.07625 0.05899
 48550   0.1584 0.10761 0.07625 0.05901
 48600   0.1584 0.10758 0.07625 0.05903
 48650  0.15841 0.10755 0.07625 0.05904
 48700  0.15842 0.10752 0.07624 0.05905
 48750  0.15844 0.10748 0.07624 0.05906
 48800  0.15847 0.10744 0.07625 0.05906
 48850  0.15852 0.10741 0.07626 0.05907
 48900  0.15859 0.10738 0.07626 0.05907
 48950  0.15866 0.10735 0.07627 0.05907
 49000  0.15875 0.10733 0.07627 0.05906
 49050  0.15884 0.10731 0.07627 0.05906
 49100  0.15892 0.10729 0.07626 0.05905
 49150  0.15901 0.10728 0.07623 0.05904
 49200   0.1591 0.10728  0.0762 0.05903
 49250  0.15919 0.10729 0.07618 0.05902
 49300  0.15926 0.10729 0.07615 0.05902
 49350  0.15933  0.1073 0.07613 0.05901
 49400  0.15939  0.1073 0.07612 0.05901
 49450  0.15945  0.1073 0.07612  0.059
 49500  0.15951 0.10729 0.07612  0.059
 49550  0.15958 0.10728 0.07613 0.05899
 49600  0.15965 0.10728 0.07614 0.05899
 49650  0.15972 0.10728 0.07614 0.05899
 49700  0.15979 0.10729 0.07615 0.05899
 49750  0.15986  0.1073 0.07616 0.05899
 49800  0.15991 0.10732 0.07616 0.05899
 49850  0.15996 0.10734 0.07616  0.059
 49900  0.16001 0.10737 0.07616  0.059
 49950  0.16005 0.10739 0.07616  0.059
 50000  0.16009 0.10742 0.07616  0.059
 50050  0.16013 0.10745 0.07617 0.05901
 50100  0.16016 0.10747 0.07617 0.05901
 50150  0.16018 0.10749 0.07618 0.05902
 50200  0.16019 0.10752 0.07619 0.05903
 50250  0.16021 0.10754  0.0762 0.05904
 50300  0.16022 0.10756 0.07621 0.05904
 50350  0.16023 0.10757 0.07622 0.05905
 50400  0.16024 0.10758 0.07623 0.05905
 50450  0.16025 0.10759 0.07623 0.05904
 50500  0.16025 0.10759 0.07624 0.05904
 50550  0.16025 0.10759 0.07624 0.05903
 50600  0.16025  0.1076 0.07624 0.05902
 50650  0.16024 0.10761 0.07625 0.05902
 50700  0.16025 0.10761 0.07624 0.05902
 50750  0.16025 0.10762 0.07624 0.05903
 50800  0.16026 0.10764 0.07623 0.05903
 50850  0.16027 0.10765 0.07623 0.05904
 50900  0.16029 0.10765 0.07622 0.05904
 50950   0.1603 0.10766 0.07621 0.05905
 51000   0.1603 0.10768  0.0762 0.05905
 51050  0.16029 0.10769 0.07619 0.05906
 51100  0.16026  0.1077 0.07618 0.05907
 51150  0.16021 0.10772 0.07617 0.05907
 51200  0.16015 0.10773 0.07617 0.05908
 51250  0.16009 0.10775 0.07617 0.05909
 51300  0.16003 0.10777 0.07618  0.0591
 51350  0.15995 0.10778 0.07619 0.05911
 51400  0.15987  0.1078 0.07621 0.05911
 51450  0.15977 0.10782 0.07623 0.05911
 51500  0.15966 0.10783 0.07624 0.05911
 51550  0.15954 0.10785 0.07624  0.0591
 51600  0.15941 0.10787 0.07623 0.05909
 51650  0.15928 0.10789 0.07622 0.05908
 51700  0.15914 0.10791 0.07621 0.05906
 51750   0.159  0.10792 0.07619 0.05905
 51800  0.15886 0.10794 0.07617 0.05903
 51850  0.15872 0.10795 0.07616 0.05902
 51900  0.15858 0.10797 0.07615  0.059
 51950  0.15844 0.10798 0.07614 0.05899
 52000  0.15829  0.108  0.07613 0.05898
 52050  0.15814 0.10801 0.07612 0.05897
 52100  0.15798 0.10801 0.07612 0.05897
 52150  0.15781 0.10802 0.07612 0.05896
 52200  0.15764 0.10802 0.07612 0.05896
 52250  0.15747 0.10802 0.07611 0.05895
 52300  0.15729 0.10802 0.07611 0.05894
 52350  0.15712 0.10801  0.0761 0.05894
 52400  0.15693  0.108   0.0761 0.05895
 52450  0.15674 0.10799 0.07609 0.05895
 52500  0.15656 0.10798 0.07609 0.05896
 52550  0.15639 0.10797 0.07609 0.05897
 52600  0.15621 0.10797 0.07609 0.05898
 52650  0.15604 0.10797 0.07608  0.059
 52700  0.15586 0.10798 0.07607 0.05901
 52750  0.15569  0.108  0.07607 0.05901
 52800  0.15553 0.10802 0.07606 0.05901
 52850  0.15539 0.10805 0.07604 0.05902
 52900  0.15525 0.10808 0.07603 0.05902
 52950  0.15513 0.10812 0.07602 0.05903
 53000  0.15501 0.10817 0.07601 0.05904
 53050   0.1549  0.1082 0.07599 0.05905
 53100   0.1548 0.10825 0.07597 0.05906
 53150   0.1547 0.10829 0.07595 0.05907
 53200   0.1546 0.10835 0.07594 0.05908
 53250  0.15451 0.10842 0.07593 0.05909
 53300  0.15441 0.10849 0.07592  0.0591
 53350  0.15432 0.10857 0.07591  0.0591
 53400  0.15423 0.10865 0.07589 0.05911
 53450  0.15416 0.10873 0.07588 0.05911
 53500   0.1541 0.10881 0.07586 0.05912
 53550  0.15405 0.10889 0.07585 0.05913
 53600  0.15399 0.10898 0.07584 0.05913
 53650  0.15394 0.10906 0.07583 0.05913
 53700   0.1539 0.10915 0.07582 0.05912
 53750  0.15387 0.10924 0.07581 0.05911
 53800  0.15384 0.10931  0.0758 0.05911
 53850  0.15382 0.10939 0.07579  0.0591
 53900   0.1538 0.10945 0.07577  0.0591
 53950  0.15377 0.10951 0.07577 0.05909
 54000  0.15374 0.10957 0.07576 0.05909
 54050  0.15372 0.10962 0.07575 0.05909
 54100   0.1537 0.10966 0.07574 0.05909
 54150  0.15369  0.1097 0.07572  0.0591
 54200  0.15368 0.10974 0.07571  0.0591
 54250  0.15368 0.10977  0.0757  0.0591
 54300  0.15368 0.10979 0.07569 0.05909
 54350  0.15368 0.10982 0.07568 0.05908
 54400  0.15367 0.10985 0.07567 0.05907
 54450  0.15366 0.10988 0.07567 0.05907
 54500  0.15365 0.10992 0.07566 0.05907
 54550  0.15363 0.10996 0.07567 0.05906
 54600  0.15362   0.11  0.07568 0.05906
 54650  0.15359 0.11004 0.07569 0.05907
 54700  0.15357 0.11009  0.0757 0.05906
 54750  0.15355 0.11013 0.07572 0.05906
 54800  0.15354 0.11017 0.07573 0.05907
 54850  0.15353 0.11021 0.07574 0.05907
